x1,y1,z1,x2,y2,z2,vx,vy,vz,ux,uy,uz,dux,duy,duz,speed
2.631,-7.525,56.534,1.565,-7.718,56.424,-1.0659999999999998,-0.19299999999999962,-0.10999999999999943,-0.9789688633998032,-0.17724295556863195,-0.1010193011012925,-0.03902170837048624,0.07736692919185267,0.027115030472485938,1.088900821930078
4.356,-7.063,53.24,3.291,-7.273,53.124,-1.065,-0.20999999999999996,-0.11599999999999966,-0.9755541462542366,-0.1923627894022438,-0.10625754081266772,-0.035606991224919726,0.06224709535824083,0.02187679076111071,1.0916872262695023
1.022,-7.164,54.393,-0.172,-7.312,54.338,-1.194,-0.14800000000000058,-0.054999999999999716,-0.9913699020600383,-0.12288337144462835,-0.04566611776658445,-0.05142274703072136,0.13172651331585628,0.08246821380719399,1.2043940385106529
-1.46,-7.583,58.707,-2.589,-7.772,58.68,-1.129,-0.18900000000000006,-0.027000000000001023,-0.9860013824022276,-0.1650613474526316,-0.02358019249323397,-0.04605422737291065,0.08954853730785303,0.10455413908054446,1.1450288205979795
-2.113,-7.334,58.649,-3.263,-7.544,58.581,-1.15,-0.20999999999999996,-0.06799999999999784,-0.9820726973914875,-0.1793350143062716,-0.058070385584886114,-0.04212554236217059,0.07527487045421302,0.07006394598889232,1.1709927412242995
5.776,-7.117,55.271,4.66,-7.304,55.235,-1.1159999999999997,-0.18700000000000028,-0.036000000000001364,-0.9857514955111804,-0.1651752057890601,-0.03179843533907155,-0.04580434048186344,0.08943467897142454,0.09633589623470688,1.1321311761452377
3.15,-6.607,52.587,2.017,-6.799,52.532,-1.133,-0.19200000000000017,-0.05500000000000682,-0.9848160999985465,-0.16688851826983328,-0.04780660679605188,-0.04486894496922955,0.08772136649065135,0.08032772477772655,1.1504686001799445
-1.813,-7.093,58.114,-2.967,-7.288,58.05,-1.1540000000000001,-0.19500000000000028,-0.06400000000000006,-0.9845509703350741,-0.1663669317290639,-0.05460248015723119,-0.04460381530575719,0.08824295303142074,0.07353185141654725,1.1721079301839061
-2.216,-6.784,56.974,-3.361,-6.935,56.962,-1.145,-0.1509999999999998,-0.01199999999999335,-0.9913624278014047,-0.13073862584979207,-0.010389824570838658,-0.051415272772087794,0.12387125891069256,0.11774450700293977,1.154976190230777
-1.225,-6.938,59.332,-2.34,-7.143,59.257,-1.1149999999999998,-0.20500000000000007,-0.07500000000000284,-0.9813699880041584,-0.1804312533998678,-0.06601143417068582,-0.041422832974841506,0.07417863136061684,0.06212289740309261,1.1361668011344108
