x,y,z,ux,uy,uz,vx,vy,vz,speed
9.491595,9.275641,7.8375793,-0.5934343,-0.75152534,0.28817627,-0.29671714,-0.37576267,0.14408813,0.50000006
8.26753,7.5211115,9.606926,0.67553496,-0.20688148,0.7077095,0.33776748,-0.10344074,0.35385475,0.5
8.896517,9.826402,5.2021327,-0.20294239,-0.976591,-0.07130544,-0.10147119,-0.4882955,-0.03565272,0.5
4.3655834,1.6359866,4.0130143,-0.10356068,-0.7303062,0.6752245,-0.05178034,-0.3651531,0.33761224,0.5
4.500114,3.2170062,9.582429,-0.77304775,-0.6339962,0.021124113,-0.38652387,-0.3169981,0.010562057,0.50000006
6.2525954,7.644371,6.21006,-0.7049599,-0.51707953,0.48544854,-0.35247996,-0.25853977,0.24272427,0.5
7.2291994,0.22646323,0.48667052,-0.64837354,-0.18320334,0.73895085,-0.32418677,-0.09160167,0.36947542,0.5
2.3598638,3.132006,1.3031573,-0.36594787,-0.9240282,0.11069741,-0.18297394,-0.4620141,0.055348706,0.49999997
6.645672,1.9578764,2.7564783,-0.48363385,-0.8356134,0.26047775,-0.24181692,-0.4178067,0.13023888,0.5
1.9872634,0.18440601,0.93218637,-0.39907843,-0.7328406,0.5510727,-0.19953921,-0.3664203,0.27553636,0.5
0.4497165,6.3120933,8.764664,-0.5690784,-0.76809627,0.29356077,-0.2845392,-0.38404813,0.14678039,0.5
7.189124,5.811175,0.13549864,0.20892024,-0.5387291,0.8161638,0.10446012,-0.26936454,0.4080819,0.5
5.173257,0.5036631,7.1321163,-0.24544778,-0.9691969,0.020311764,-0.12272389,-0.48459846,0.010155882,0.49999997
6.0336814,5.6370854,8.0475235,-0.67804974,-0.3969005,0.6186426,-0.33902487,-0.19845025,0.3093213,0.5
4.8699408,3.6265917,1.0266697,-0.341447,-0.92881006,0.14396508,-0.1707235,-0.46440503,0.07198254,0.5
0.5818446,5.828942,8.201338,-0.60475975,-0.6215225,0.49797136,-0.30237988,-0.31076124,0.24898568,0.5
5.7936907,3.8777063,1.2858144,-0.4128374,-0.9072281,0.080638014,-0.2064187,-0.45361406,0.040319007,0.5
0.61450386,1.1629008,8.253025,-0.3862839,-0.56314224,0.7305174,-0.19314195,-0.28157112,0.3652587,0.5
5.411447,5.014696,6.409101,-0.56796426,-0.72515315,0.38931933,-0.28398213,-0.36257657,0.19465967,0.5
2.177343,0.6565774,8.65646,-0.09505905,-0.6846608,0.7226363,-0.047529526,-0.3423304,0.36131814,0.49999994
2.9517658,0.1564018,2.7825453,-0.41218832,-0.8370356,0.35982245,-0.20609416,-0.4185178,0.17991123,0.5
6.206163,9.470917,8.54743,-0.51013315,-0.5587969,0.6538427,-0.25506657,-0.27939844,0.32692134,0.5
7.2877784,9.879415,2.8845615,-0.60635185,-0.73575485,-0.3016661,-0.30317593,-0.36787742,-0.15083306,0.50000006
3.9531384,1.8117836,7.1784863,-0.36485547,-0.8743337,0.32003325,-0.18242773,-0.43716684,0.16001663,0.50000006
3.2344444,5.722307,6.2534614,-0.6276174,-0.6081785,0.48601985,-0.3138087,-0.30408925,0.24300992,0.5
0.617593,1.1216915,0.9684192,-0.31727576,-0.81258464,0.48891956,-0.15863788,-0.40629232,0.24445978,0.5
4.513337,1.8436198,0.845856,-0.9482196,-0.17837644,-0.2627955,-0.4741098,-0.08918822,-0.13139775,0.5
7.157432,7.7269115,6.1345463,-0.49721625,-0.7379975,0.4562189,-0.24860813,-0.36899874,0.22810945,0.49999997
5.4301767,1.0173291,6.9933763,-0.3814895,-0.90548295,0.18591967,-0.19074474,-0.45274147,0.092959836,0.4999999
9.240623,5.613631,2.3750927,0.04940128,-0.73080045,0.6808012,0.02470064,-0.36540022,0.3404006,0.5
1.8698776,2.6454334,1.6651894,-0.5390051,-0.4615916,-0.70456135,-0.26950255,-0.2307958,-0.35228068,0.5
6.636446,9.92707,0.49798465,-0.22257365,-0.7778275,0.5877462,-0.11128683,-0.38891375,0.2938731,0.50000006
8.418775,1.5708383,8.707242,-0.43424594,-0.7820165,-0.44708028,-0.21712297,-0.39100826,-0.22354014,0.50000006
5.503082,5.472343,5.987635,-0.8500659,-0.14547832,0.50618565,-0.42503294,-0.07273916,0.25309283,0.49999997
7.5142674,8.652256,7.1138954,-0.7128698,-0.30911905,0.62949353,-0.3564349,-0.15455952,0.31474677,0.5
9.196184,9.038867,2.4937034,0.036306374,-0.76272374,0.64570457,0.018153187,-0.38136187,0.32285228,0.5
0.85788375,6.0941496,5.866776,-0.4247466,-0.8619196,0.2769206,-0.2123733,-0.4309598,0.1384603,0.5
0.83046174,3.877529,5.312516,0.15310541,-0.45732194,0.8760225,0.076552704,-0.22866097,0.43801126,0.5
7.973802,1.2654889,8.238116,-0.8876102,-0.4132898,0.20332113,-0.4438051,-0.2066449,0.101660565,0.49999994
0.35438392,0.9017446,0.47024187,-0.35889888,-0.6476456,0.67212105,-0.17944944,-0.3238228,0.33606052,0.49999997
8.214838,1.6594056,3.78339,-0.7410054,-0.38759312,0.5483452,-0.3705027,-0.19379656,0.2741726,0.49999997
2.479473,0.7178367,0.09960627,-0.39672548,-0.4418962,0.80457234,-0.19836274,-0.2209481,0.40228617,0.5
4.004601,5.9260106,2.5596046,-0.7905338,-0.4498897,0.41551846,-0.3952669,-0.22494484,0.20775923,0.5
4.2931023,1.0206989,0.4852998,-0.928099,-0.22342339,0.29784948,-0.4640495,-0.111711696,0.14892474,0.5
1.1264386,5.0455203,6.209723,-0.1306593,-0.40646878,0.9042739,-0.06532965,-0.20323439,0.45213696,0.5
4.410039,0.60902876,8.374003,-0.93052614,-0.13827518,0.3391182,-0.46526307,-0.06913759,0.1695591,0.5
0.85739535,7.7311935,0.67119545,-0.7095159,-0.5519904,0.43805677,-0.35475796,-0.2759952,0.21902838,0.5
9.329903,4.9052076,2.7779508,0.18882792,-0.88521934,0.42512453,0.09441396,-0.44260967,0.21256226,0.5
4.77923,5.5204573,6.3877635,-0.8745704,-0.0027548266,0.48489055,-0.4372852,-0.0013774133,0.24244528,0.49999997
8.921761,5.158387,2.7577083,-0.15774287,-0.5242315,0.83683854,-0.07887144,-0.26211575,0.41841927,0.50000006
6.876491,9.037601,8.011082,-0.4429515,-0.71026313,0.5471017,-0.22147575,-0.35513157,0.27355084,0.5
7.4469714,6.048876,9.732861,0.44212762,-0.65574217,0.6119847,0.22106381,-0.32787108,0.30599236,0.49999997
7.2648225,8.25855,9.281656,-0.4249756,-0.62702864,0.6528636,-0.2124878,-0.31351432,0.3264318,0.5
5.5567756,8.814394,1.5460052,-0.5618636,-0.56002843,0.60883284,-0.2809318,-0.28001422,0.30441642,0.49999997
6.68769,2.513437,1.8510284,0.07492739,-0.7634961,0.6414511,0.037463695,-0.38174805,0.32072556,0.49999997
1.1857882,3.2671824,5.8868804,-0.36351582,-0.8980002,0.24789496,-0.18175791,-0.4490001,0.12394748,0.5
6.1195917,9.714644,3.068486,-0.7504833,-0.6515524,0.11069929,-0.37524164,-0.3257762,0.055349644,0.5
3.5991633,9.120502,2.863096,0.034198683,-0.8428025,0.53713554,0.017099341,-0.42140126,0.26856777,0.50000006
0.23894848,0.87595713,9.496409,-0.69739866,-0.70974994,0.09944988,-0.34869933,-0.35487497,0.04972494,0.5
7.6363883,6.027152,6.0187254,0.08708524,0.7357969,0.6715794,0.04354262,0.36789846,0.3357897,0.49999997
7.3747616,3.4433935,2.5058804,0.6144802,-0.6523989,0.44360983,0.3072401,-0.32619944,0.22180492,0.49999997
2.2483966,3.040096,5.0645003,0.42462966,-0.90115273,0.087254085,0.21231483,-0.45057636,0.043627042,0.49999997
3.0745466,2.7828717,9.603688,-0.92165834,-0.36843306,-0.121668264,-0.46082917,-0.18421653,-0.060834132,0.5
7.2389193,1.587038,8.752849,-0.5202587,-0.80894685,0.27374405,-0.26012936,-0.40447342,0.13687202,0.49999997
5.832749,5.3894644,8.61146,-0.5895615,-0.16721559,0.79022545,-0.29478076,-0.08360779,0.39511272,0.5
8.901662,6.300875,0.14238662,0.52832645,-0.22596776,0.8184191,0.26416323,-0.11298388,0.40920955,0.5
9.597141,5.542817,9.419094,-0.96296656,0.14888854,0.22478357,-0.48148328,0.07444427,0.112391785,0.5
4.712874,0.9454772,0.9605514,-0.9533107,-0.28520986,-0.099267475,-0.47665536,-0.14260493,-0.049633738,0.5
3.3555992,10.003313,2.2602222,-0.5409797,-0.7435867,0.3929628,-0.27048984,-0.37179336,0.1964814,0.5
2.0902967,2.2560081,4.0877495,0.20311755,-0.8736843,0.44206247,0.101558775,-0.43684214,0.22103123,0.50000006
0.023281615,5.657674,9.507303,-0.75877076,0.16252244,0.63075614,-0.37938538,0.08126122,0.31537807,0.49999997
2.4602256,5.2772737,3.2269604,-0.70835304,-0.23861867,0.664302,-0.35417652,-0.119309336,0.332151,0.5
3.1927097,7.7890973,8.457494,-0.4520967,-0.37433934,0.8096163,-0.22604835,-0.18716967,0.40480816,0.49999997
2.678178,5.790301,0.8406555,-0.45430478,-0.5803153,0.67590034,-0.22715239,-0.29015765,0.33795017,0.49999997
1.1317496,5.8592157,8.255273,-0.8540721,-0.51014453,0.101555154,-0.42703605,-0.25507227,0.050777577,0.5
2.1945155,0.67913395,0.4046782,-0.5018664,-0.7062881,0.49928668,-0.2509332,-0.35314405,0.24964334,0.49999997
7.283594,6.681848,6.8165135,-0.44654632,-0.36178112,0.8183586,-0.22327316,-0.18089056,0.4091793,0.5
0.97174644,3.7664464,3.0930436,0.296645,-0.6207009,0.725763,0.1483225,-0.31035045,0.3628815,0.49999994
2.9399097,0.41190854,3.0459096,-0.63537055,-0.7721731,-0.0072834175,-0.31768528,-0.38608655,-0.0036417088,0.5
7.5320406,2.0456228,8.8191805,-0.14860155,-0.96806824,0.20189485,-0.07430077,-0.48403412,0.100947425,0.5
7.373875,9.858425,4.644947,0.07483965,-0.696734,0.7134149,0.037419826,-0.348367,0.35670745,0.5
6.1968436,1.8261907,10.078953,-0.69427395,-0.61708367,0.37039375,-0.34713697,-0.30854183,0.18519688,0.5
5.190526,3.2998319,6.6870317,0.023277491,-0.79131687,0.61096317,0.011638746,-0.39565843,0.30548158,0.50000006
6.6958227,7.8867464,9.945076,-0.37622038,0.03875379,0.9257193,-0.18811019,0.019376894,0.46285966,0.49999997
6.685576,9.441089,4.9824004,-0.31930935,-0.6769479,0.6631616,-0.15965468,-0.33847395,0.3315808,0.50000006
6.4638867,2.1886277,1.4387333,-0.16051158,-0.9001621,0.40490034,-0.08025579,-0.45008105,0.20245017,0.5
6.8835864,9.08065,7.9052353,-0.6428494,-0.5920913,0.48597586,-0.3214247,-0.29604566,0.24298793,0.5
2.389567,2.647447,5.2200165,0.31099814,-0.94328326,0.116176404,0.15549907,-0.47164163,0.058088202,0.5
6.0618315,5.6572165,0.7779611,-0.37617782,-0.8792104,0.29236832,-0.18808891,-0.4396052,0.14618416,0.5
0.29654276,0.5931592,0.36306432,-0.8415363,0.0647042,0.5363115,-0.42076814,0.0323521,0.26815575,0.49999997
2.0445664,1.4852823,1.344819,-0.4134738,-0.9097369,-0.03765976,-0.2067369,-0.45486844,-0.01882988,0.5
4.9315333,0.8330957,0.63354677,-0.7859989,-0.56616426,-0.2483224,-0.39299944,-0.28308213,-0.1241612,0.50000006
1.4163188,7.5579348,5.8400965,0.11170073,-0.67823094,0.72630966,0.055850364,-0.33911547,0.36315483,0.5
8.32647,3.578035,2.3009953,0.27516443,-0.583296,0.7642318,0.13758221,-0.291648,0.3821159,0.49999997
0.1662426,3.717219,1.0913297,-0.8725948,-0.37146252,0.31716564,-0.4362974,-0.18573126,0.15858282,0.5
4.596593,10.028045,8.645856,-0.54178774,-0.6070469,0.58134353,-0.27089387,-0.30352345,0.29067177,0.50000006
3.516647,9.846347,8.324583,-0.5427599,0.012453977,0.83979565,-0.27137995,0.0062269885,0.41989782,0.5
8.82022,6.223305,0.76721996,0.43279976,-0.41022345,0.80274606,0.21639988,-0.20511173,0.40137303,0.50000006
0.605452,5.4930425,7.8348956,-0.31132713,-0.78543353,0.5349483,-0.15566356,-0.39271677,0.26747414,0.5
8.578102,3.4423149,2.312748,0.40705636,-0.89385414,0.18796295,0.20352818,-0.44692707,0.093981475,0.50000006
8.715223,6.3116765,1.174028,0.40756226,-0.22339253,0.8854315,0.20378113,-0.111696266,0.44271576,0.50000006
7.063407,6.0119414,9.519245,-0.016839022,-0.77356195,0.63349694,-0.008419511,-0.38678098,0.31674847,0.5
4.977082,0.19516575,0.3734483,-0.8152806,-0.51518446,0.2643908,-0.4076403,-0.25759223,0.1321954,0.5
6.069437,8.254536,8.738961,0.13656047,0.3465142,0.9280513,0.068280235,0.1732571,0.46402565,0.5
6.794724,7.7551546,6.494974,-0.41831672,-0.7268899,0.5446486,-0.20915836,-0.36344495,0.2723243,0.49999997
4.222668,1.8602827,6.6088486,-0.82497716,-0.55457944,0.10887705,-0.41248858,-0.27728972,0.054438524,0.49999997
1.1986563,5.991735,8.825128,-0.6335661,-0.073412865,0.7701978,-0.31678304,-0.036706433,0.3850989,0.5
4.6498275,0.049572397,9.110081,-0.9283855,-0.37086898,0.02359259,-0.46419275,-0.18543449,0.011796295,0.5
1.0620909,2.5686617,0.3854976,-0.39314726,-0.6734318,0.626039,-0.19657363,-0.3367159,0.3130195,0.5
4.6468854,1.5418439,9.836686,-0.90406936,-0.38747725,0.18033324,-0.45203468,-0.19373862,0.09016662,0.5
7.4543214,5.661004,10.003673,0.34044272,-0.50249213,0.794733,0.17022136,-0.25124606,0.3973665,0.5
5.6670494,8.425051,8.538025,-0.24998538,0.73541504,0.62981904,-0.12499269,0.36770752,0.31490952,0.49999997
9.080041,5.2461405,0.3737152,0.2538433,-0.51517075,0.8186346,0.12692165,-0.25758538,0.4093173,0.5
1.4984345,3.4079096,3.9345965,0.03675138,-0.9955615,0.08664146,0.01837569,-0.49778074,0.04332073,0.5
2.3377907,1.7989085,8.798405,0.31709328,-0.9327954,0.17130269,0.15854664,-0.4663977,0.085651346,0.5
0.8027375,6.1500034,0.44502822,-0.46766245,-0.33897856,0.8163244,-0.23383123,-0.16948928,0.4081622,0.50000006
1.3674318,1.1175731,0.5008815,-0.36765525,-0.40217844,0.8385,-0.18382762,-0.20108922,0.41925,0.5
1.0845844,3.6218014,1.4019626,-0.7412762,-0.6130536,0.27326727,-0.3706381,-0.3065268,0.13663363,0.5
6.6319323,2.1582942,2.4971294,-0.33634973,-0.9410654,-0.03556418,-0.16817486,-0.4705327,-0.01778209,0.5
9.702274,4.342432,3.2144165,0.0993419,-0.80235034,0.588528,0.04967095,-0.40117517,0.294264,0.5
8.694294,0.8921592,0.8904355,-0.5150421,-0.81790155,0.2564542,-0.25752106,-0.40895078,0.1282271,0.5
7.03414,8.011039,7.0186596,-0.65029794,-0.74574685,0.14482473,-0.32514897,-0.37287343,0.072412364,0.49999997
1.3988391,4.9342,8.691726,-0.63190967,-0.5761379,0.5184162,-0.31595483,-0.28806895,0.2592081,0.5
6.4246225,2.752722,8.55627,-0.01159332,-0.56051004,0.8280664,-0.00579666,-0.28025502,0.4140332,0.49999997
9.387101,8.993241,7.5235915,-0.42144352,-0.808256,0.41122675,-0.21072176,-0.404128,0.20561337,0.49999994
4.020685,0.70100456,7.112262,-0.5021926,-0.82960284,0.24405305,-0.2510963,-0.41480142,0.122026525,0.5
7.168399,6.1031904,9.802698,0.36655134,-0.6713902,0.6441082,0.18327567,-0.3356951,0.3220541,0.5
7.7955203,9.798688,4.9399457,0.04830241,-0.9321211,0.35891128,0.024151204,-0.46606055,0.17945564,0.5
5.104348,5.3847604,5.652762,-0.92573726,-0.36477694,0.099742174,-0.46286863,-0.18238847,0.049871087,0.50000006
0.25545898,3.937116,0.9434468,-0.7277804,-0.57468265,0.37426656,-0.3638902,-0.28734133,0.18713328,0.49999997
1.2848835,6.950436,9.593675,-0.0064604995,-0.49301827,0.86999494,-0.0032302497,-0.24650913,0.43499747,0.49999997
1.6580473,2.411696,4.696012,0.16807272,-0.98401356,-0.058898054,0.08403636,-0.49200678,-0.029449027,0.5
9.804952,9.24685,6.9267297,0.0903113,-0.72601974,0.6817179,0.04515565,-0.36300987,0.34085894,0.5
1.2366197,5.710595,8.485871,-0.46275672,-0.6181613,0.6353999,-0.23137836,-0.30908066,0.31769994,0.50000006
9.197769,2.9308271,8.327256,-0.1725008,-0.8662603,0.46886736,-0.0862504,-0.43313015,0.23443368,0.5
1.2303201,9.371372,8.837969,-0.7523765,0.28744856,0.5927082,-0.37618825,0.14372428,0.2963541,0.5
4.273247,9.282853,0.35958642,-0.24794288,-0.9670456,0.05785509,-0.12397144,-0.4835228,0.028927544,0.5
2.8468392,0.6705147,0.07996949,-0.58278376,-0.38974068,0.7130675,-0.29139188,-0.19487034,0.35653374,0.49999997
5.967849,1.7056547,6.9069586,0.018950867,-0.6749595,0.7376115,0.009475433,-0.33747974,0.36880574,0.5
5.270436,4.9798284,9.041297,-0.62320787,-0.5694959,0.53599095,-0.31160393,-0.28474796,0.26799548,0.49999997
6.927797,2.552888,9.7621765,-0.18992229,-0.63473845,0.74902374,-0.094961144,-0.31736922,0.37451187,0.49999997
5.367498,2.334818,6.8426676,0.0050182003,-0.9205145,0.39067638,0.0025091001,-0.46025726,0.19533819,0.5
1.1760831,1.2656851,9.154902,0.153238,0.09364676,0.983742,0.076619,0.04682338,0.491871,0.49999997
2.422134,1.3125845,6.0347824,-0.4870374,-0.8720964,0.04735225,-0.2435187,-0.4360482,0.023676125,0.49999994
2.6540792,0.45171946,2.996725,-0.24808683,-0.7202866,0.6477963,-0.12404341,-0.3601433,0.32389814,0.49999997
4.6605973,9.462336,5.717036,-0.44112715,-0.8756813,0.19644089,-0.22056358,-0.43784064,0.098220445,0.49999997
1.1530895,7.110529,9.653783,-0.059096836,-0.48801342,0.87083316,-0.029548418,-0.24400671,0.43541658,0.49999997
6.0783052,3.1300232,9.840152,-0.13324417,-0.7670503,0.62759846,-0.066622086,-0.38352516,0.31379923,0.5
0.57186234,5.2916675,8.750797,-0.5899283,-0.5606311,0.5811001,-0.29496416,-0.28031555,0.29055005,0.5
6.54975,9.558709,7.9189167,-0.49566317,-0.6846127,0.5344378,-0.24783158,-0.34230635,0.2672189,0.50000006
5.814243,6.688463,7.9119606,-0.31510305,-0.6538611,0.68787783,-0.15755153,-0.32693055,0.34393892,0.50000006
5.4033875,1.2184503,6.9739766,-0.24557172,-0.8631821,0.44114774,-0.12278586,-0.43159106,0.22057387,0.50000006
4.3845186,7.7289634,8.83804,-0.66143566,-0.2756976,0.69749105,-0.33071783,-0.1378488,0.34874552,0.5
6.191324,3.7920046,4.2812424,-0.38570377,-0.61756086,0.685457,-0.19285189,-0.30878043,0.3427285,0.5
4.534118,6.031569,1.7290474,-0.9686539,0.13671474,0.20740972,-0.48432696,0.06835737,0.10370486,0.5
6.458469,2.8594546,8.023561,-0.53488594,-0.546914,0.64403576,-0.26744297,-0.273457,0.32201788,0.49999997
7.136338,9.917566,0.19558062,-0.35983196,-0.15880457,0.91940314,-0.17991598,-0.07940228,0.45970157,0.5
6.8230457,2.709019,5.7297697,-0.6499957,-0.6622065,0.37281138,-0.32499784,-0.33110324,0.18640569,0.5
9.270998,5.3648186,5.086375,0.23883827,0.40904713,0.8807024,0.119419135,0.20452356,0.4403512,0.49999997
2.6820538,1.3886178,9.788772,-0.6242174,-0.7518734,-0.21222417,-0.3121087,-0.3759367,-0.106112085,0.5
10.074585,3.7382274,2.0657058,-0.17944555,-0.7769325,0.6034694,-0.089722775,-0.38846624,0.3017347,0.5
4.8055677,2.3889008,1.0637497,-0.6817203,-0.46530733,-0.56457645,-0.34086016,-0.23265366,-0.28228822,0.5
9.899966,9.5858755,5.0867743,0.29453743,-0.95140713,0.0898468,0.14726871,-0.47570357,0.0449234,0.50000006
9.030403,0.100237206,9.76507,-0.94194746,0.26001227,0.21243517,-0.47097373,0.13000613,0.106217586,0.5
6.64821,0.27442494,0.36996382,-0.3020823,-0.8677942,0.39456224,-0.15104115,-0.4338971,0.19728112,0.49999994
1.8666533,3.6954966,6.0594606,-0.22005129,-0.9744232,-0.045572758,-0.110025644,-0.4872116,-0.022786379,0.5
0.8309545,7.5935683,5.026581,-0.082436785,-0.9892935,0.120426394,-0.041218393,-0.49464676,0.060213197,0.5
5.123396,0.25828215,7.4304376,-0.18379827,-0.97049534,-0.15606731,-0.091899134,-0.48524767,-0.078033656,0.5
1.2939394,6.404337,5.6690245,-0.7034608,-0.48692745,0.5177303,-0.3517304,-0.24346372,0.25886515,0.5
0.36499172,5.506019,9.46313,-0.784333,-0.5042845,0.36127436,-0.3921665,-0.25214225,0.18063718,0.50000006
6.7228527,9.814382,4.6918774,-0.2693509,-0.5980637,0.75483114,-0.13467544,-0.29903185,0.37741557,0.5
2.6733687,5.2433357,3.5599477,-0.52985245,-0.69406956,0.48736417,-0.26492622,-0.34703478,0.24368209,0.5
8.916382,1.6910751,2.3765025,-0.5858602,-0.80913275,0.0455198,-0.2929301,-0.40456638,0.0227599,0.5
1.7310814,5.7988687,7.019675,0.3536736,-0.8422034,0.40695027,0.1768368,-0.4211017,0.20347513,0.5
10.010281,9.363045,8.426367,-0.7235082,-0.54507565,0.42359003,-0.3617541,-0.27253783,0.21179502,0.5
3.5555458,0.8357332,2.7167222,-0.45466295,-0.87398154,-0.17157464,-0.22733147,-0.43699077,-0.08578732,0.49999997
1.481651,2.1397328,4.6369386,0.26314571,-0.9632303,-0.05423829,0.13157286,-0.48161516,-0.027119145,0.5
9.608579,6.1734614,0.18108726,0.051811423,-0.068859994,0.9962801,0.025905712,-0.034429997,0.49814004,0.5
3.8656352,3.0147939,5.9163585,0.2280788,-0.86574274,0.4454993,0.1140394,-0.43287137,0.22274965,0.5
1.0769356,5.9645624,2.561745,-0.3688927,-0.70921755,0.6007735,-0.18444635,-0.35460877,0.30038676,0.5
1.5600973,2.6702874,0.15295257,0.13318568,-0.6488765,0.7491468,0.06659284,-0.32443824,0.3745734,0.5
5.66734,8.780124,0.86689466,-0.07321106,-0.62278926,0.7789568,-0.03660553,-0.31139463,0.3894784,0.5
0.5567488,0.7821387,0.37369853,-0.48744264,-0.23189948,0.8417972,-0.24372132,-0.11594974,0.4208986,0.5
10.063042,6.2259927,8.788634,-0.93836737,-0.27313155,0.21181579,-0.46918368,-0.13656577,0.105907895,0.5
9.044778,1.4157772,2.3511903,-0.55720156,-0.83010757,-0.02116326,-0.27860078,-0.41505378,-0.01058163,0.5
6.868112,1.5162417,9.89394,-0.2630106,-0.78987044,0.5540128,-0.1315053,-0.39493522,0.2770064,0.5
4.272756,4.4320755,0.6909399,-0.4356153,-0.86479497,0.24973772,-0.21780765,-0.43239748,0.12486886,0.49999997
9.848254,7.957843,0.09849155,-0.9710307,-0.23895219,-0.001121527,-0.48551536,-0.119476095,-0.0005607635,0.5
0.18358487,8.016038,2.1374707,-0.8338441,-0.5509578,-0.033906214,-0.41692206,-0.2754789,-0.016953107,0.50000006
0.44395712,2.7904606,0.6393863,-0.8129611,-0.49342218,0.30923915,-0.40648055,-0.24671109,0.15461957,0.5
2.3704624,3.0149827,1.16033,-0.52267605,-0.842348,0.13137619,-0.26133803,-0.421174,0.065688096,0.5
8.501463,9.856446,3.7782836,-0.41450363,-0.56388223,0.71429926,-0.20725182,-0.28194112,0.35714963,0.49999997
0.60616636,6.0274944,2.511277,-0.27567455,-0.9061466,0.32078323,-0.13783728,-0.4530733,0.16039161,0.49999997
2.698268,8.411278,1.0215667,-0.8052277,0.21011287,0.55449146,-0.40261385,0.105056435,0.27724573,0.49999997
3.177838,4.1590137,5.652761,0.12125384,-0.92396134,0.36275735,0.06062692,-0.46198067,0.18137868,0.5
2.8968742,0.9746325,0.08856618,-0.35031095,-0.9153183,0.19868198,-0.17515548,-0.45765916,0.09934099,0.49999997
0.45225987,8.338834,0.61789,-0.7849309,-0.32141325,0.52969533,-0.39246544,-0.16070662,0.26484767,0.5
4.0932674,1.4969054,0.42326355,-0.8713172,-0.46526527,0.15599538,-0.4356586,-0.23263264,0.07799769,0.5
5.6817703,1.1189594,8.182975,-0.5018571,-0.65715265,0.5623965,-0.25092855,-0.32857633,0.28119826,0.5
6.194637,2.2984464,3.4452338,-0.17661187,-0.47864404,0.86006284,-0.088305935,-0.23932202,0.43003142,0.49999997
1.0008657,5.047783,7.3297086,-0.42223305,-0.6098136,0.6707062,-0.21111652,-0.3049068,0.3353531,0.50000006
4.9002266,3.531577,9.584813,-0.5546223,-0.8232271,0.121207416,-0.27731115,-0.41161355,0.060603708,0.5
3.4233894,2.7732074,6.5330567,-0.20026779,-0.7940798,0.5738729,-0.100133896,-0.3970399,0.28693646,0.5
0.3841218,4.098591,0.13468717,-0.927213,-0.22418325,0.3000301,-0.4636065,-0.11209162,0.15001506,0.5
2.1074162,0.29246104,9.796873,-0.45631805,-0.38638246,0.8015501,-0.22815903,-0.19319123,0.40077505,0.5
3.7132747,0.62955296,1.098213,-0.9001262,-0.4241475,-0.09935627,-0.4500631,-0.21207374,-0.049678136,0.49999997
5.799006,3.2958915,6.703585,-0.06567192,-0.7047538,0.7064059,-0.03283596,-0.3523769,0.35320294,0.5
4.0959578,0.6640242,6.96347,-0.43698904,-0.8989042,0.03180979,-0.21849452,-0.4494521,0.015904894,0.5
6.0333304,2.808001,9.898225,0.10940851,-0.8339054,0.5409544,0.054704256,-0.4169527,0.2704772,0.5
6.47487,0.0755015,2.9346368,-0.8984027,-0.4389484,0.01403218,-0.44920135,-0.2194742,0.00701609,0.5
3.56888,6.7719073,1.3424215,-0.7909679,-0.6014295,0.11248279,-0.39548394,-0.30071476,0.056241397,0.5
10.0101385,1.7430556,0.90360254,-0.44120932,-0.41284308,0.79680306,-0.22060466,-0.20642154,0.39840153,0.5
1.7582804,7.717404,7.2944894,-0.9473612,-0.0470301,0.3166941,-0.4736806,-0.02351505,0.15834706,0.5
1.1156621,7.3436556,0.54565936,-0.5895002,-0.6786423,0.43810287,-0.2947501,-0.33932114,0.21905144,0.49999997
1.9571036,8.366139,4.9886947,-0.1250445,0.19565414,0.9726682,-0.06252225,0.09782707,0.4863341,0.5
3.4941752,3.933397,6.019672,-0.5048695,-0.6949269,0.5120384,-0.25243476,-0.34746346,0.2560192,0.5
4.8325663,7.6624293,9.825294,-0.12284998,-0.628073,0.7683959,-0.06142499,-0.3140365,0.38419795,0.5
3.7819467,1.7552769,9.472125,-0.66039604,-0.6284649,0.4109856,-0.33019802,-0.31423244,0.2054928,0.50000006
5.188048,9.844486,7.8798494,-0.66411936,-0.7378247,-0.120665774,-0.33205968,-0.36891234,-0.060332887,0.5
1.2548574,5.512459,8.373007,-0.6250875,-0.6248639,0.46777222,-0.31254375,-0.31243196,0.23388611,0.5
7.9045563,8.24296,7.1108146,-0.44913137,-0.5985543,0.6633353,-0.22456568,-0.29927716,0.33166766,0.5
3.3380957,5.4234753,3.0424628,-0.9161722,-0.35879895,0.17858303,-0.4580861,-0.17939948,0.08929151,0.5
6.849375,2.251384,9.871391,-0.13151227,-0.61077714,0.7808046,-0.065756135,-0.30538857,0.3904023,0.5
3.2483218,0.5296386,9.143655,-0.62114054,-0.7815559,0.057920504,-0.31057027,-0.39077795,0.028960252,0.49999997
5.3419166,1.9261591,6.455727,0.22510988,-0.9736597,0.03622605,0.11255494,-0.48682985,0.018113025,0.49999997
1.4337052,5.885113,0.21123649,-0.2611761,-0.47929338,0.8378931,-0.13058805,-0.23964669,0.41894656,0.5
1.2332529,5.8791647,9.26386,-0.48994794,-0.590285,0.64149415,-0.24497397,-0.2951425,0.32074708,0.5
7.473798,0.26133776,2.8217635,-0.64651626,-0.76283073,-0.010298098,-0.32325813,-0.38141537,-0.005149049,0.5
