model,match_method,N,k,k_label,R,matched_R,seed,D,phi_mean,phi_std,chi,sdot,J,mean_degree,mean_kth_dist
topological,count,1024,7,k=7,,1.0167454784646184,0,0.005,0.9801183938980103,0.0021906059700995684,0.004913924727588892,2.043815851211548,415.9233093261719,7.0,1.0224446058273315
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,0,0.005,0.9811795353889465,0.0014463437255471945,0.0021421159617602825,2.0308587551116943,948.0620727539062,8.9224214553833,
topological,count,1024,7,k=7,,1.0167454784646184,1,0.005,0.9796311259269714,0.002301889704540372,0.005425864830613136,2.037752389907837,375.56268310546875,7.0,1.0164350271224976
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,1,0.005,0.9810392260551453,0.0022707823663949966,0.005280207376927137,2.0331814289093018,385.05712890625,8.895254135131836,
topological,count,1024,7,k=7,,1.0167454784646184,2,0.005,0.9727482199668884,0.004464977886527777,0.02041449211537838,2.0354509353637695,99.7061767578125,7.0,0.9118691086769104
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,2,0.005,0.9802668690681458,0.001567645464092493,0.002516492735594511,2.037235975265503,809.5536499023438,9.295527458190918,
topological,count,1024,7,k=7,,1.0167454784646184,3,0.005,0.9801583886146545,0.0020101098343729973,0.004137514159083366,2.0250256061553955,489.43048095703125,7.0,1.0152525901794434
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,3,0.005,0.9808369278907776,0.0016851195832714438,0.0029077790677547455,2.0376529693603516,700.7592163085938,8.553750038146973,
topological,count,1024,7,k=7,,1.0167454784646184,4,0.005,0.9818159341812134,0.0014473083429038525,0.002144974423572421,2.0354461669921875,948.937255859375,7.0,1.0529261827468872
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,4,0.005,0.9817503094673157,0.0012091826647520065,0.0014972137287259102,2.036454677581787,1360.1630859375,9.937050819396973,
topological,count,1024,7,k=7,,1.0167454784646184,5,0.005,0.9704247117042542,0.006413215771317482,0.0421164408326149,2.037583589553833,48.379764556884766,7.0,0.8890228271484375
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,5,0.005,0.9806191325187683,0.002247202442958951,0.005171117372810841,2.0261642932891846,391.82330322265625,11.654550552368164,
topological,count,1024,7,k=7,,1.0167454784646184,6,0.005,0.9798941612243652,0.001836187788285315,0.003452503588050604,2.048959970474243,593.4708251953125,7.0,1.0291922092437744
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,6,0.005,0.9811114072799683,0.001956058433279395,0.003917992580682039,2.028322458267212,517.6942749023438,9.900195121765137,
topological,count,1024,7,k=7,,1.0167454784646184,7,0.005,0.9787362217903137,0.0022646074648946524,0.00525152962654829,2.0412750244140625,388.7010498046875,7.0,1.0117363929748535
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,7,0.005,0.9810042977333069,0.0017455179477110505,0.0031199571676552296,2.0314390659332275,651.1112060546875,9.796015739440918,
topological,count,1024,7,k=7,,1.0167454784646184,0,0.01,0.9489299058914185,0.009077407419681549,0.08437691628932953,2.083740472793579,24.695621490478516,7.0,0.9702779650688171
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,0,0.01,0.9610795974731445,0.003462499240413308,0.012276634573936462,2.067002773284912,168.3688507080078,8.7949800491333,
topological,count,1024,7,k=7,,1.0167454784646184,1,0.01,0.9575231671333313,0.005812381394207478,0.0345945879817009,2.07499098777771,59.980220794677734,7.0,1.0203603506088257
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,1,0.01,0.9603509306907654,0.003624766133725643,0.013454264961183071,2.0675930976867676,153.6756591796875,8.671894073486328,
topological,count,1024,7,k=7,,1.0167454784646184,2,0.01,0.9327269792556763,0.011599740013480186,0.1377832591533661,2.078686237335205,15.086638450622559,7.0,0.9054787755012512
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,2,0.01,0.9612841606140137,0.003736339509487152,0.014295278117060661,2.0724387168884277,144.97366333007812,9.007909774780273,
topological,count,1024,7,k=7,,1.0167454784646184,3,0.01,0.9545676708221436,0.005006830673664808,0.025669993832707405,2.0650482177734375,80.44599914550781,7.0,0.9900119304656982
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,3,0.01,0.9597696661949158,0.0036089573986828327,0.013337163254618645,2.0739905834198,155.50462341308594,8.828749656677246,
topological,count,1024,7,k=7,,1.0167454784646184,4,0.01,0.9583436250686646,0.006662817671895027,0.04545857384800911,2.0796239376068115,45.74767303466797,7.0,1.029028058052063
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,4,0.01,0.9602035880088806,0.005537147633731365,0.031395845115184784,2.073272705078125,66.03652954101562,9.623125076293945,
topological,count,1024,7,k=7,,1.0167454784646184,5,0.01,0.9385191202163696,0.011055865325033665,0.12516573071479797,2.073734998703003,16.567913055419922,7.0,0.9129257202148438
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,5,0.01,0.9623438715934753,0.002671506954357028,0.0073082358576357365,2.062856674194336,282.2646484375,9.4912691116333,
topological,count,1024,7,k=7,,1.0167454784646184,6,0.01,0.9551723003387451,0.006597559899091721,0.04457246512174606,2.0910732746124268,46.91401290893555,7.0,1.0000699758529663
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,6,0.01,0.9620787501335144,0.003336432622745633,0.011398945935070515,2.0616164207458496,180.8602752685547,10.181288719177246,
topological,count,1024,7,k=7,,1.0167454784646184,7,0.01,0.9528921842575073,0.004810241051018238,0.023693740367889404,2.0863420963287354,88.05457305908203,7.0,0.9715754985809326
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,7,0.01,0.9616255164146423,0.00297195790335536,0.00904451496899128,2.061993360519409,227.9827423095703,10.638593673706055,
topological,count,1024,7,k=7,,1.0167454784646184,0,0.02,0.8885056376457214,0.024145135655999184,0.5969793200492859,2.1759960651397705,3.6450107097625732,7.0,0.9467827677726746
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,0,0.02,0.9196862578392029,0.007762693800032139,0.06170564517378807,2.147205114364624,34.79754638671875,10.015995979309082,
topological,count,1024,7,k=7,,1.0167454784646184,1,0.02,0.889667272567749,0.027396028861403465,0.7685554027557373,2.1642978191375732,2.8160595893859863,7.0,0.9536767601966858
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,1,0.02,0.9163480997085571,0.006437403615564108,0.042434725910425186,2.146998882293701,50.59532928466797,9.34218692779541,
topological,count,1024,7,k=7,,1.0167454784646184,2,0.02,0.9003907442092896,0.010823378339409828,0.11995700746774673,2.158071756362915,17.99037742614746,7.0,0.9368032813072205
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,2,0.02,0.9177300930023193,0.005717420484870672,0.033473432064056396,2.1480493545532227,64.17176818847656,8.310956954956055,
topological,count,1024,7,k=7,,1.0167454784646184,3,0.02,0.8946597576141357,0.018333422020077705,0.3441811501979828,2.150527000427246,6.248241901397705,7.0,0.9581849575042725
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,3,0.02,0.9148557782173157,0.007098108995705843,0.05159234628081322,2.151437520980835,41.700714111328125,8.436738014221191,
topological,count,1024,7,k=7,,1.0167454784646184,4,0.02,0.9019849300384521,0.013401277363300323,0.1839045137166977,2.1652944087982178,11.774014472961426,7.0,0.9635010957717896
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,4,0.02,0.9102028608322144,0.007753056474030018,0.06155252084136009,2.1546871662139893,35.00566864013672,8.302480697631836,
topological,count,1024,7,k=7,,1.0167454784646184,5,0.02,0.8998188376426697,0.013197743333876133,0.17836076021194458,2.1691153049468994,12.161393165588379,7.0,0.9730331301689148
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,5,0.02,0.9166813492774963,0.010132202878594398,0.10512540489435196,2.136833667755127,20.326519012451172,9.006386756896973,
topological,count,1024,7,k=7,,1.0167454784646184,6,0.02,0.8720545172691345,0.02903803437948227,0.863444447517395,2.18387508392334,2.529259443283081,7.0,0.9081174731254578
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,6,0.02,0.913909375667572,0.009226975962519646,0.08718037605285645,2.1420161724090576,24.569934844970703,9.70107364654541,
topological,count,1024,7,k=7,,1.0167454784646184,7,0.02,0.85434889793396,0.019771132618188858,0.4002792239189148,2.187392234802246,5.46466588973999,7.0,0.9107348918914795
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,7,0.02,0.9181124567985535,0.007014490198343992,0.050383951514959335,2.145883083343506,42.590606689453125,9.27001953125,
topological,count,1024,7,k=7,,1.0167454784646184,0,0.03,0.8275424242019653,0.03371572494506836,1.1640321016311646,2.2866036891937256,1.9643820524215698,7.0,0.9892347455024719
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,0,0.03,0.8663327097892761,0.010855772532522678,0.12067613750696182,2.2411298751831055,18.571441650390625,8.425722122192383,
topological,count,1024,7,k=7,,1.0167454784646184,1,0.03,0.8147313594818115,0.02956223115324974,0.8948997855186462,2.2859365940093994,2.5544052124023438,7.0,0.9546630382537842
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,1,0.03,0.8676607608795166,0.01116837840527296,0.1277262568473816,2.2395503520965576,17.533985137939453,8.746405601501465,
topological,count,1024,7,k=7,,1.0167454784646184,2,0.03,0.8101028203964233,0.028963804244995117,0.8590356111526489,2.2789885997772217,2.6529617309570312,7.0,0.9366279244422913
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,2,0.03,0.8668642044067383,0.012219497002661228,0.15289969742298126,2.2412776947021484,14.65848445892334,7.84044885635376,
topological,count,1024,7,k=7,,1.0167454784646184,3,0.03,0.8184605240821838,0.022910799831151962,0.5375024676322937,2.26829195022583,4.220058917999268,7.0,0.924736738204956
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,3,0.03,0.8695816397666931,0.010622862726449966,0.11555349826812744,2.245610237121582,19.43351173400879,8.466679573059082,
topological,count,1024,7,k=7,,1.0167454784646184,4,0.03,0.8245338201522827,0.03258102759718895,1.0869998931884766,2.2807772159576416,2.098231315612793,7.0,0.917425811290741
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,4,0.03,0.8675558567047119,0.011898411437869072,0.14496992528438568,2.2427191734313965,15.470237731933594,8.482069969177246,
topological,count,1024,7,k=7,,1.0167454784646184,5,0.03,0.8200385570526123,0.028499208390712738,0.8316977620124817,2.2855467796325684,2.74804949760437,7.0,0.921181321144104
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,5,0.03,0.8671278357505798,0.011476956307888031,0.13488182425498962,2.2258119583129883,16.501941680908203,8.50699234008789,
topological,count,1024,7,k=7,,1.0167454784646184,6,0.03,0.8204964995384216,0.0269814133644104,0.7454686164855957,2.2941713333129883,3.077488660812378,7.0,0.9675114154815674
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,6,0.03,0.865599513053894,0.009942269884049892,0.10122109204530716,2.2340359687805176,22.07085418701172,9.007147789001465,
topological,count,1024,7,k=7,,1.0167454784646184,7,0.03,0.7487733960151672,0.05111938714981079,2.675908327102661,2.3184430599212646,0.8664134740829468,7.0,0.8826962113380432
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,7,0.03,0.8679314851760864,0.008877978660166264,0.08071015775203705,2.2396886348724365,27.749774932861328,8.217265129089355,
topological,count,1024,7,k=7,,1.0167454784646184,0,0.04,0.7455589771270752,0.037946805357933044,1.4745190143585205,2.415578603744507,1.6382145881652832,7.0,0.9393298029899597
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,0,0.04,0.8068235516548157,0.019741017371416092,0.39906075596809387,2.3570749759674072,5.906557083129883,9.179511070251465,
topological,count,1024,7,k=7,,1.0167454784646184,1,0.04,0.7322596311569214,0.04526130110025406,2.0977516174316406,2.414268732070923,1.1508840322494507,7.0,0.9359552264213562
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,1,0.04,0.8130926489830017,0.014065049588680267,0.20257344841957092,2.3513033390045166,11.60716438293457,8.581816673278809,
topological,count,1024,7,k=7,,1.0167454784646184,2,0.04,0.7462150454521179,0.03148108720779419,1.014844298362732,2.4245028495788574,2.3890392780303955,7.0,0.9309259057044983
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,2,0.04,0.8134257197380066,0.014960430562496185,0.2291860431432724,2.3574609756469727,10.286232948303223,7.905703067779541,
topological,count,1024,7,k=7,,1.0167454784646184,3,0.04,0.7787363529205322,0.025011951103806496,0.640612006187439,2.398714303970337,3.744410514831543,7.0,0.9570713639259338
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,3,0.04,0.8197407126426697,0.012671399861574173,0.16441792249679565,2.349780559539795,14.291511535644531,8.781523704528809,
topological,count,1024,7,k=7,,1.0167454784646184,4,0.04,0.7765655517578125,0.03206248581409454,1.0526750087738037,2.4139795303344727,2.2931859493255615,7.0,0.9807524085044861
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,4,0.04,0.8110275864601135,0.01733943074941635,0.30787158012390137,2.3574509620666504,7.657254695892334,8.247344017028809,
topological,count,1024,7,k=7,,1.0167454784646184,5,0.04,0.7348610758781433,0.04826701059937477,2.385617256164551,2.4216415882110596,1.0151005983352661,7.0,0.9237223863601685
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,5,0.04,0.8230059146881104,0.013830767944455147,0.19588109850883484,2.332141876220703,11.905905723571777,9.037793159484863,
topological,count,1024,7,k=7,,1.0167454784646184,6,0.04,0.7726801037788391,0.02125159092247486,0.46246927976608276,2.419674873352051,5.232077121734619,7.0,0.9639725089073181
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,6,0.04,0.810806393623352,0.017196379601955414,0.3028126657009125,2.3459396362304688,7.747164726257324,8.53408145904541,
topological,count,1024,7,k=7,,1.0167454784646184,7,0.04,0.7561501264572144,0.031444281339645386,1.0124726295471191,2.419491767883301,2.389686107635498,7.0,0.9421340227127075
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,7,0.04,0.8125409483909607,0.020349198952317238,0.42402809858322144,2.349407911300659,5.540689468383789,8.528281211853027,
topological,count,1024,7,k=7,,1.0167454784646184,0,0.05,0.7186166048049927,0.034053098410367966,1.1874443292617798,2.5566256046295166,2.1530487537384033,7.0,0.9867980480194092
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,0,0.05,0.7436087131500244,0.02594122476875782,0.6890978813171387,2.4918925762176514,3.616166591644287,8.378496170043945,
topological,count,1024,7,k=7,,1.0167454784646184,1,0.05,0.7035226821899414,0.03703511133790016,1.4045178890228271,2.566807746887207,1.8275365829467773,7.0,0.9816228747367859
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,1,0.05,0.7484703063964844,0.022965556010603905,0.5400747656822205,2.4862120151519775,4.603458881378174,8.541191101074219,
topological,count,1024,7,k=7,,1.0167454784646184,2,0.05,0.6767033338546753,0.05087004601955414,2.6498680114746094,2.581343412399292,0.9741403460502625,7.0,0.9585909247398376
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,2,0.05,0.7584850788116455,0.018032019957900047,0.3329574763774872,2.4747979640960693,7.432775020599365,8.59316349029541,
topological,count,1024,7,k=7,,1.0167454784646184,3,0.05,0.6266295909881592,0.050099678337574005,2.5702173709869385,2.5817315578460693,1.0044798851013184,7.0,0.9233288168907166
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,3,0.05,0.7529183626174927,0.023869100958108902,0.5834076404571533,2.4785313606262207,4.248370170593262,8.796835899353027,
topological,count,1024,7,k=7,,1.0167454784646184,4,0.05,0.6190394163131714,0.07775473594665527,6.190898895263672,2.6099767684936523,0.4215828776359558,7.0,0.9274964928627014
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,4,0.05,0.7332788109779358,0.026356687769293785,0.711347222328186,2.487765312194824,3.4972586631774902,8.85107421875,
topological,count,1024,7,k=7,,1.0167454784646184,5,0.05,0.681566059589386,0.035445038229227066,1.2865033149719238,2.567383050918579,1.995628833770752,7.0,0.9463775157928467
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,5,0.05,0.7353349328041077,0.02241619862616062,0.5145456194877625,2.475142240524292,4.810345649719238,8.233847618103027,
topological,count,1024,7,k=7,,1.0167454784646184,6,0.05,0.6769320368766785,0.052960265427827835,2.8721048831939697,2.579655647277832,0.8981759548187256,7.0,0.9413763284683228
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,6,0.05,0.7445038557052612,0.021813537925481796,0.48725035786628723,2.4789886474609375,5.087710380554199,8.065605163574219,
topological,count,1024,7,k=7,,1.0167454784646184,7,0.05,0.660666823387146,0.06671342253684998,4.557497024536133,2.5839803218841553,0.5669735670089722,7.0,0.9442270994186401
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,7,0.05,0.7422349452972412,0.022866331040859222,0.5354179739952087,2.4957854747772217,4.661377906799316,7.961015224456787,
topological,count,1024,7,k=7,,1.0167454784646184,0,0.06,0.618878185749054,0.06337251514196396,4.112461566925049,2.741589307785034,0.6666540503501892,7.0,0.985625147819519
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,0,0.06,0.6652408242225647,0.026844903826713562,0.737944483757019,2.6390271186828613,3.5761866569519043,7.88671875,
topological,count,1024,7,k=7,,1.0167454784646184,1,0.06,0.623849630355835,0.04810020327568054,2.3691565990448,2.7368762493133545,1.1552112102508545,7.0,0.9729689359664917
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,1,0.06,0.6693651676177979,0.0338205061852932,1.1712783575057983,2.621985912322998,2.238567590713501,8.938163757324219,
topological,count,1024,7,k=7,,1.0167454784646184,2,0.06,0.61698979139328,0.05075690895318985,2.638094186782837,2.7473790645599365,1.0414257049560547,7.0,0.9739814400672913
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,2,0.06,0.6633150577545166,0.02420402504503727,0.5998948812484741,2.6232335567474365,4.372821807861328,8.071640014648438,
topological,count,1024,7,k=7,,1.0167454784646184,3,0.06,0.5667024850845337,0.06912069767713547,4.892335414886475,2.7561614513397217,0.5633631348609924,7.0,0.9731467962265015
metric,count,1024,7,k=7,1.0167454784646184,1.0167454784646184,3,0.06,0.6742600202560425,0.02869558148086071,0.843198835849762,2.619710683822632,3.1068718433380127,8.38705062866211,
topological,count,1024,7,k=7,,1.0167454784646184,4,0.06,0.6004451513290405,0.03733803331851959,1.4275877475738525,2.7409722805023193,1.9200026988983154,7.0,0.967347264289856
