D,J_mean,chi_mean,sdot_mean,phi_mean_mean,mean_degree_mean,model,match_method,N,k,k_label,matched_R
0.005,3001.517120361328,0.0008644929112051614,2.0367447435855865,0.985858254134655,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.01,549.1027679443359,0.005522410094272345,2.0724173486232758,0.9698900878429413,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.02,73.6881914138794,0.030159518588334322,2.1548976600170135,0.9360039606690407,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.03,36.40129089355469,0.09485330898314714,2.252057522535324,0.8991256505250931,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.04,18.649327635765076,0.1483498215675354,2.367879420518875,0.8563187494874,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.05,10.698331862688065,0.3330315984785557,2.506774455308914,0.8043559789657593,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.06,6.589552044868469,0.446085499599576,2.6593657732009888,0.7490687519311905,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.07,3.8059456050395966,1.0933258160948753,2.8180085718631744,0.6827760189771652,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.08,2.7607642710208893,1.1283984184265137,2.99373197555542,0.6036313846707344,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.085,1.9421333149075508,1.9498876631259918,3.0816387832164764,0.5515322536230087,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.0875,1.9425019323825836,1.6858654767274857,3.1396939754486084,0.5198427140712738,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.09,1.2321086153388023,4.262537121772766,3.199524372816086,0.4627640098333359,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.0925,1.1086820513010025,3.0065534710884094,3.2402665615081787,0.44471804425120354,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.095,1.005494374781847,4.268732577562332,3.2842123210430145,0.40510791167616844,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.0975,0.825203537940979,5.385078430175781,3.34254190325737,0.3474719896912575,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.1,0.5292255654931068,7.289523899555206,3.3865984976291656,0.30212388560175896,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.1025,0.5854115933179855,6.082844316959381,3.4171057641506195,0.25656125508248806,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.105,0.5784677751362324,6.061792969703674,3.434198260307312,0.22698657400906086,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.1075,0.7027355283498764,4.945138692855835,3.4461099803447723,0.20239976234734058,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.11,0.7910232990980148,4.506469547748566,3.4368447959423065,0.18130548112094402,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.1125,0.9736278355121613,3.6650131940841675,3.4283607006073,0.15254678577184677,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.115,1.1427984535694122,3.102789968252182,3.410317748785019,0.13470742478966713,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.12,1.4855344593524933,2.356149584054947,3.3494690656661987,0.11527092196047306,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.14,3.3311829566955566,0.9599336087703705,3.0560892820358276,0.07484520878642797,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.16,4.532679200172424,0.620107039809227,2.766430139541626,0.059925048146396875,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.18,5.165992587804794,0.5018266178667545,2.5156375765800476,0.052459399215877056,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.2,5.518907964229584,0.42056730017066,2.299025744199753,0.04757706308737397,10.0,topological,count,1024,10,k=10,1.2163215467980262
0.005,2954.833526611328,0.0007022976787993684,2.0322175323963165,0.9858432784676552,12.106037497520447,metric,count,1024,10,k=10,1.2163215467980262
0.01,777.4950408935547,0.002754809887846932,2.065656691789627,0.9708758816123009,11.202126145362854,metric,count,1024,10,k=10,1.2163215467980262
0.02,177.05190467834473,0.01250622607767582,2.143801987171173,0.9379508644342422,11.041386604309082,metric,count,1024,10,k=10,1.2163215467980262
0.03,71.44229984283447,0.03235982684418559,2.236514538526535,0.9018881991505623,10.776691675186157,metric,count,1024,10,k=10,1.2163215467980262
0.04,37.43210697174072,0.06474741036072373,2.3487257063388824,0.8611265867948532,10.762516856193542,metric,count,1024,10,k=10,1.2163215467980262
0.05,20.753113746643066,0.12150399573147297,2.4817003905773163,0.8127694502472878,10.422707200050354,metric,count,1024,10,k=10,1.2163215467980262
0.06,12.633532285690308,0.21483179181814194,2.617471545934677,0.7566726431250572,10.530158519744873,metric,count,1024,10,k=10,1.2163215467980262
0.07,7.224539220333099,0.38822780922055244,2.766674667596817,0.6895081326365471,10.618881583213806,metric,count,1024,10,k=10,1.2163215467980262
0.08,4.2530127465724945,0.695527970790863,2.9229290783405304,0.6093395575881004,10.485883474349976,metric,count,1024,10,k=10,1.2163215467980262
0.085,3.17527973651886,1.0435782596468925,3.001235455274582,0.5565196201205254,10.477702379226685,metric,count,1024,10,k=10,1.2163215467980262
0.0875,3.0329794585704803,1.034783013164997,3.0472437739372253,0.5304939299821854,10.126994371414185,metric,count,1024,10,k=10,1.2163215467980262
0.09,2.191405728459358,1.6512341350317001,3.0790106058120728,0.49714046344161034,10.31005346775055,metric,count,1024,10,k=10,1.2163215467980262
0.0925,1.7492077350616455,1.8732433915138245,3.1176178455352783,0.4689466692507267,10.359147667884827,metric,count,1024,10,k=10,1.2163215467980262
0.095,1.82407908141613,1.7806930541992188,3.1437183916568756,0.44357673451304436,10.416007995605469,metric,count,1024,10,k=10,1.2163215467980262
0.0975,1.235938474535942,2.8124168664216995,3.1967390179634094,0.3960699625313282,10.358466625213623,metric,count,1024,10,k=10,1.2163215467980262
0.1,1.1122704148292542,3.73049196600914,3.2297705709934235,0.35024987161159515,10.273327350616455,metric,count,1024,10,k=10,1.2163215467980262
0.1025,0.7993076965212822,4.231500297784805,3.2601557970046997,0.3054858334362507,10.13003146648407,metric,count,1024,10,k=10,1.2163215467980262
0.105,0.7678365632891655,4.541780322790146,3.290507048368454,0.2556212805211544,10.035803079605103,metric,count,1024,10,k=10,1.2163215467980262
0.1075,0.8725502863526344,4.011000096797943,3.3077348470687866,0.21113944053649902,9.706901669502258,metric,count,1024,10,k=10,1.2163215467980262
0.11,1.0030414909124374,3.435430943965912,3.306344985961914,0.17591354064643383,9.624069571495056,metric,count,1024,10,k=10,1.2163215467980262
0.1125,1.038126863539219,3.311728984117508,3.2934882044792175,0.15383212268352509,9.651281476020813,metric,count,1024,10,k=10,1.2163215467980262
0.115,1.361387461423874,2.5373094379901886,3.2733616530895233,0.13203926756978035,9.381779670715332,metric,count,1024,10,k=10,1.2163215467980262
0.12,1.810396447777748,1.8526321947574615,3.2177347242832184,0.10928429663181305,9.17370331287384,metric,count,1024,10,k=10,1.2163215467980262
0.14,3.781603127717972,0.7946701422333717,2.9385193586349487,0.0679013729095459,8.633456945419312,metric,count,1024,10,k=10,1.2163215467980262
0.16,5.152047634124756,0.5238271690905094,2.66342094540596,0.055770542938262224,8.334518790245056,metric,count,1024,10,k=10,1.2163215467980262
0.18,5.867649137973785,0.42761243134737015,2.4290353655815125,0.04959749896079302,8.182438611984253,metric,count,1024,10,k=10,1.2163215467980262
0.2,6.331324934959412,0.3557211756706238,2.2321725487709045,0.0458554532378912,8.078220069408417,metric,count,1024,10,k=10,1.2163215467980262
