N,rho,v0,k,noise,J_interp
2048,1.0,0.05,11,0.05740768107484413,4.808335819547173
2048,1.0,0.05,11,0.06427711293875876,3.592926135024022
2048,1.0,0.05,11,0.06591283692782035,3.3035172265587205
2048,1.0,0.05,11,0.0660693448007596,3.275826263427734
2048,1.0,0.05,11,0.0738,2.5986798286437987
2048,1.0,0.05,11,0.07567806242181041,2.3894811181043245
2048,1.0,0.05,11,0.07585775750291839,2.3694647550582886
2048,1.0,0.05,11,0.08473373726646993,1.4708970892201607
2048,1.0,0.05,11,0.08709635899560805,1.2317149877548217
2048,1.0,0.05,11,0.09728734730546285,0.5641298915438452
