N,rho,v0,k,noise,J_interp
1024,1.0,0.05,2,0.00330346724003798,0.6783780872821807
1024,1.0,0.05,2,0.0037928878751459175,0.6964109897613525
1024,1.0,0.05,2,0.004354817949780402,0.6827592015266418
1024,1.0,0.05,2,0.005,0.569862163066864
1024,1.0,0.05,2,0.005740768107484414,0.6308599352836609
1024,1.0,0.05,2,0.006591283692782036,0.7199670314788819
1024,1.0,0.05,2,0.006597539553864474,0.6653975248336792
1024,1.0,0.05,2,0.0075678062421810416,0.6434316158294677
1024,1.0,0.05,2,0.00870550563296124,0.7135031938552856
1024,1.0,0.05,2,0.011486983549970353,0.8529773592948914
1024,1.0,0.05,2,0.01321386896015192,0.9188648087830776
1024,1.0,0.05,2,0.015157165665103984,0.9930091977119446
1024,1.0,0.05,2,0.015171551500583674,0.993366005333844
1024,1.0,0.05,2,0.017419271799121613,1.0491155469957565
1024,1.0,0.05,2,0.02,1.1131245851516725
1024,1.0,0.05,2,0.02296307242993765,1.2268736362127743
1024,1.0,0.05,2,0.023124270680265863,1.2330618575408403
1024,1.0,0.05,2,0.02636513477112814,1.3574750211304127
1024,1.0,0.05,2,0.026550215126021435,1.3645800498588558
1024,1.0,0.05,2,0.030271224968724166,1.5074254741961077
1024,1.0,0.05,2,0.03048372564846282,1.5155831386615086
1024,1.0,0.05,2,0.0330346724003798,1.6135111438652365
1024,1.0,0.05,2,0.035,1.6889578819274902
1024,1.0,0.05,2,0.03792887875145919,1.827272286433111
1024,1.0,0.05,2,0.0401853767523909,1.9338339449215338
1024,1.0,0.05,2,0.04354817949780404,2.092640129359847
1024,1.0,0.05,2,0.04608007561597647,2.2122072857949306
1024,1.0,0.05,2,0.04613898584947424,2.2149892834660436
1024,1.0,0.05,2,0.04875917646296059,2.3387260903294296
1024,1.0,0.05,2,0.05,2.397323179244995
1024,1.0,0.05,2,0.052907005697333594,2.5948199532143343
1024,1.0,0.05,2,0.05297464369526729,2.5994151579646734
1024,1.0,0.05,2,0.055983025037153765,2.8037992121263495
1024,1.0,0.05,2,0.05740768107484413,2.900587798305547
1024,1.0,0.05,2,0.06074537019394978,3.1273444345723957
1024,1.0,0.05,2,0.06427711293875876,3.3672847275099613
1024,1.0,0.05,2,0.06591283692782036,3.47841289325117
1024,1.0,0.05,2,0.0660693448007596,3.489045758551246
1024,1.0,0.05,2,0.06974501677735222,3.738764346379402
1024,1.0,0.05,2,0.0738,4.014252662658691
1024,1.0,0.05,2,0.07567806242181041,4.106852694703614
1024,1.0,0.05,2,0.07585775750291839,4.115712767763844
1024,1.0,0.05,2,0.0800779935942778,4.323796371779681
1024,1.0,0.05,2,0.08473373726646993,4.55335317896096
1024,1.0,0.05,2,0.08709635899560805,4.669844966074896
1024,1.0,0.05,2,0.09728734730546285,5.172323389104251
1024,1.0,0.05,2,0.1,5.30607385635376
1024,1.0,0.05,2,0.11170082013459218,5.617691816271972
1024,1.0,0.05,2,0.1148153621496883,5.700638756542807
1024,1.0,0.05,2,0.1318256738556407,6.1536598756104155
1024,1.0,0.05,2,0.15,6.637681198120117
1024,1.0,0.05,2,0.15135612484362082,6.637681198120117
1024,1.0,0.05,3,0.00330346724003798,0.46877500116825105
1024,1.0,0.05,3,0.0037928878751459175,0.30604566633701324
1024,1.0,0.05,3,0.004354817949780402,0.32100882232189176
1024,1.0,0.05,3,0.005,0.1675914317369461
1024,1.0,0.05,3,0.005740768107484414,0.21218745410442352
1024,1.0,0.05,3,0.006591283692782036,0.29260394871234896
1024,1.0,0.05,3,0.006597539553864474,0.2369034171104431
1024,1.0,0.05,3,0.0075678062421810416,0.2722717225551605
1024,1.0,0.05,3,0.00870550563296124,0.23339357376098632
1024,1.0,0.05,3,0.011486983549970353,0.2140735477209091
1024,1.0,0.05,3,0.01321386896015192,0.252817029486452
1024,1.0,0.05,3,0.015157165665103984,0.29641579985618594
1024,1.0,0.05,3,0.015171551500583674,0.2965801111243003
1024,1.0,0.05,3,0.017419271799121613,0.3222529872767244
1024,1.0,0.05,3,0.02,0.3517293930053711
1024,1.0,0.05,3,0.02296307242993765,0.38664420982459513
1024,1.0,0.05,3,0.023124270680265863,0.388543659640578
1024,1.0,0.05,3,0.02636513477112814,0.42673178319948757
1024,1.0,0.05,3,0.026550215126021435,0.42891264338455987
1024,1.0,0.05,3,0.030271224968724166,0.4727584757468924
1024,1.0,0.05,3,0.03048372564846282,0.4752624382663614
1024,1.0,0.05,3,0.0330346724003798,0.5053210482614772
1024,1.0,0.05,3,0.035,0.5284791231155396
1024,1.0,0.05,3,0.03792887875145919,0.6110508374899951
1024,1.0,0.05,3,0.0401853767523909,0.674666618213808
1024,1.0,0.05,3,0.04354817949780404,0.7694716311060454
1024,1.0,0.05,3,0.04608007561597647,0.840851507446563
1024,1.0,0.05,3,0.04613898584947424,0.8425123201284423
1024,1.0,0.05,3,0.04875917646296059,0.9163814179310179
1024,1.0,0.05,3,0.05,0.9513630390167236
1024,1.0,0.05,3,0.052907005697333594,1.1044269441392776
1024,1.0,0.05,3,0.05297464369526729,1.1079883186862551
1024,1.0,0.05,3,0.055983025037153765,1.2663900021467784
1024,1.0,0.05,3,0.05740768107484413,1.3414030703307618
1024,1.0,0.05,3,0.06074537019394978,1.517143947317678
1024,1.0,0.05,3,0.06427711293875876,1.7031024189177
1024,1.0,0.05,3,0.06591283692782036,1.7892289448127332
1024,1.0,0.05,3,0.0660693448007596,1.7974696256743072
1024,1.0,0.05,3,0.06974501677735222,1.9910064691702976
1024,1.0,0.05,3,0.0738,2.2045153617858886
1024,1.0,0.05,3,0.07567806242181041,2.3120226793001972
1024,1.0,0.05,3,0.07585775750291839,2.3223090978537466
1024,1.0,0.05,3,0.0800779935942778,2.563891196611549
1024,1.0,0.05,3,0.08473373726646993,2.8304033782189624
1024,1.0,0.05,3,0.08709635899560805,2.9656486828749213
1024,1.0,0.05,3,0.09728734730546285,3.5490189709380986
1024,1.0,0.05,3,0.1,3.704301357269287
1024,1.0,0.05,3,0.11170082013459218,4.200268875361882
1024,1.0,0.05,3,0.1148153621496883,4.332286260079691
1024,1.0,0.05,3,0.1318256738556407,5.053309400486821
1024,1.0,0.05,3,0.15,5.823672103881836
1024,1.0,0.05,3,0.15135612484362082,5.823672103881836
1024,1.0,0.05,4,0.00330346724003798,0.6012595534324646
1024,1.0,0.05,4,0.0037928878751459175,0.6012595534324646
1024,1.0,0.05,4,0.004354817949780402,0.6012595534324646
1024,1.0,0.05,4,0.005,0.6012595534324646
1024,1.0,0.05,4,0.005740768107484414,0.5643959376461732
1024,1.0,0.05,4,0.006591283692782036,0.5220708436796732
1024,1.0,0.05,4,0.006597539553864474,0.52175952674118
1024,1.0,0.05,4,0.0075678062421810416,0.47347513376184014
1024,1.0,0.05,4,0.00870550563296124,0.41685861261537405
1024,1.0,0.05,4,0.011486983549970353,0.2784410265790645
1024,1.0,0.05,4,0.01321386896015192,0.19250422716140747
1024,1.0,0.05,4,0.015157165665103984,0.17614850721595207
1024,1.0,0.05,4,0.015171551500583674,0.17602742910385133
1024,1.0,0.05,4,0.017419271799121613,0.16518256813287735
1024,1.0,0.05,4,0.02,0.170176962018013
1024,1.0,0.05,4,0.02296307242993765,0.191310253739357
1024,1.0,0.05,4,0.023124270680265863,0.19170395490206346
1024,1.0,0.05,4,0.02636513477112814,0.19961925148963927
1024,1.0,0.05,4,0.026550215126021435,0.1992866830593738
1024,1.0,0.05,4,0.030271224968724166,0.19260044991970063
1024,1.0,0.05,4,0.03048372564846282,0.19487656018288432
1024,1.0,0.05,4,0.0330346724003798,0.22219993670108737
1024,1.0,0.05,4,0.035,0.2432507038116455
1024,1.0,0.05,4,0.03792887875145919,0.2854055535075065
1024,1.0,0.05,4,0.0401853767523909,0.3178829423447523
1024,1.0,0.05,4,0.04354817949780404,0.3662831856867119
1024,1.0,0.05,4,0.04608007561597647,0.40272433240673855
1024,1.0,0.05,4,0.04613898584947424,0.40357221729695786
1024,1.0,0.05,4,0.04875917646296059,0.441284171549415
1024,1.0,0.05,4,0.05,0.45914313197135925
1024,1.0,0.05,4,0.052907005697333594,0.5485289281367498
1024,1.0,0.05,4,0.05297464369526729,0.5506086888685164
1024,1.0,0.05,4,0.055983025037153765,0.6431116246764095
1024,1.0,0.05,4,0.05740768107484413,0.6869175292563656
1024,1.0,0.05,4,0.06074537019394978,0.7895461548340412
1024,1.0,0.05,4,0.06427711293875876,0.8981416203969923
1024,1.0,0.05,4,0.06591283692782036,0.948437528383416
1024,1.0,0.05,4,0.0660693448007596,0.9532498962579121
1024,1.0,0.05,4,0.06974501677735222,1.0662709565096709
1024,1.0,0.05,4,0.0738,1.1909552335739135
1024,1.0,0.05,4,0.07567806242181041,1.3076892354515635
1024,1.0,0.05,4,0.07585775750291839,1.3188584733277156
1024,1.0,0.05,4,0.0800779935942778,1.5811740609736136
1024,1.0,0.05,4,0.08473373726646993,1.8705593254142006
1024,1.0,0.05,4,0.08709635899560805,2.0174118933387124
1024,1.0,0.05,4,0.09728734730546285,2.6508492246447286
1024,1.0,0.05,4,0.1,2.819458532333374
1024,1.0,0.05,4,0.11170082013459218,3.4026819425438717
1024,1.0,0.05,4,0.1148153621496883,3.5579252327059034
1024,1.0,0.05,4,0.1318256738556407,4.405798449093474
1024,1.0,0.05,4,0.15,5.311691570281982
1024,1.0,0.05,4,0.15135612484362082,5.311691570281982
1024,1.0,0.05,5,0.00330346724003798,1.3747036695480346
1024,1.0,0.05,5,0.0037928878751459175,1.3747036695480346
1024,1.0,0.05,5,0.004354817949780402,1.3747036695480346
1024,1.0,0.05,5,0.005,1.3747036695480346
1024,1.0,0.05,5,0.005740768107484414,1.3178797992405547
1024,1.0,0.05,5,0.006591283692782036,1.2526372667595522
1024,1.0,0.05,5,0.006597539553864474,1.2521573834664967
1024,1.0,0.05,5,0.0075678062421810416,1.1777288168158615
1024,1.0,0.05,5,0.00870550563296124,1.09045658954607
1024,1.0,0.05,5,0.011486983549970353,0.8770911127898087
1024,1.0,0.05,5,0.01321386896015192,0.7446227848575059
1024,1.0,0.05,5,0.015157165665103984,0.5955536783240921
1024,1.0,0.05,5,0.015171551500583674,0.5944501496471645
1024,1.0,0.05,5,0.017419271799121613,0.4220288946806803
1024,1.0,0.05,5,0.02,0.22406280636787415
1024,1.0,0.05,5,0.02296307242993765,0.2873078033453571
1024,1.0,0.05,5,0.023124270680265863,0.29074848294258115
1024,1.0,0.05,5,0.02636513477112814,0.20000720512781955
1024,1.0,0.05,5,0.026550215126021435,0.19482512176036834
1024,1.0,0.05,5,0.030271224968724166,0.20139745607214202
1024,1.0,0.05,5,0.03048372564846282,0.20177279114723207
1024,1.0,0.05,5,0.0330346724003798,0.19144081517297068
1024,1.0,0.05,5,0.035,0.18348074406385423
1024,1.0,0.05,5,0.03792887875145919,0.1943818648465753
1024,1.0,0.05,5,0.0401853767523909,0.20278042256832124
1024,1.0,0.05,5,0.04354817949780404,0.20633931272127048
1024,1.0,0.05,5,0.04608007561597647,0.20901884549361194
1024,1.0,0.05,5,0.04613898584947424,0.20908119082450866
1024,1.0,0.05,5,0.04875917646296059,0.22934134628851063
1024,1.0,0.05,5,0.05,0.23893579244613647
1024,1.0,0.05,5,0.052907005697333594,0.2344868794366246
1024,1.0,0.05,5,0.05297464369526729,0.23438336551189423
1024,1.0,0.05,5,0.055983025037153765,0.28744702579485093
1024,1.0,0.05,5,0.05740768107484413,0.3125759756894343
1024,1.0,0.05,5,0.06074537019394978,0.3714481668842122
