N,rho,v0,k,noise,J_interp
1024,1.0,0.05,5,0.06427711293875876,0.43374319398334416
1024,1.0,0.05,5,0.06591283692782036,0.46259508880922384
1024,1.0,0.05,5,0.0660693448007596,0.46535566988504184
1024,1.0,0.05,5,0.06974501677735222,0.5301894083349643
1024,1.0,0.05,5,0.0738,0.6017136693000793
1024,1.0,0.05,5,0.07567806242181041,0.6974299379178093
1024,1.0,0.05,5,0.07585775750291839,0.7065881759257002
1024,1.0,0.05,5,0.0800779935942778,0.9216743448728446
1024,1.0,0.05,5,0.08473373726646993,1.158956347200149
1024,1.0,0.05,5,0.08709635899560805,1.2793683917850542
1024,1.0,0.05,5,0.09728734730546285,1.7987565458837367
1024,1.0,0.05,5,0.1,1.9370080709457398
1024,1.0,0.05,5,0.11170082013459218,2.6207576579021983
1024,1.0,0.05,5,0.1148153621496883,2.802759157958137
1024,1.0,0.05,5,0.1318256738556407,3.796774403826281
1024,1.0,0.05,5,0.15,4.858810043334961
1024,1.0,0.05,5,0.15135612484362082,4.858810043334961
1024,1.0,0.05,6,0.00330346724003798,3.5634086608886717
1024,1.0,0.05,6,0.0037928878751459175,3.5634086608886717
1024,1.0,0.05,6,0.004354817949780402,3.5634086608886717
1024,1.0,0.05,6,0.005,3.5634086608886717
1024,1.0,0.05,6,0.005740768107484414,3.42655000409245
1024,1.0,0.05,6,0.006591283692782036,3.2694152416586695
1024,1.0,0.05,6,0.006597539553864474,3.268259456553728
1024,1.0,0.05,6,0.0075678062421810416,3.0890003951072718
1024,1.0,0.05,6,0.00870550563296124,2.878807746575446
1024,1.0,0.05,6,0.011486983549970353,2.3649231343950694
1024,1.0,0.05,6,0.01321386896015192,2.0458769777225996
1024,1.0,0.05,6,0.015157165665103984,1.6868483233986031
1024,1.0,0.05,6,0.015171551500583674,1.684190506329065
1024,1.0,0.05,6,0.017419271799121613,1.2689188743521487
1024,1.0,0.05,6,0.02,0.7921232461929322
1024,1.0,0.05,6,0.02296307242993765,0.6981051784454455
1024,1.0,0.05,6,0.023124270680265863,0.6929903699557816
1024,1.0,0.05,6,0.02636513477112814,0.5901579934750292
1024,1.0,0.05,6,0.026550215126021435,0.5842854075843587
1024,1.0,0.05,6,0.030271224968724166,0.4662180421208516
1024,1.0,0.05,6,0.03048372564846282,0.4594754113629271
1024,1.0,0.05,6,0.0330346724003798,0.37853406071662904
1024,1.0,0.05,6,0.035,0.42016556262969973
1024,1.0,0.05,6,0.03792887875145919,0.3737849950790405
1024,1.0,0.05,6,0.0401853767523909,0.3753346188550035
1024,1.0,0.05,6,0.04354817949780404,0.37764398455619813
1024,1.0,0.05,6,0.04608007561597647,0.2634033769369125
1024,1.0,0.05,6,0.04613898584947424,0.2627776807347719
1024,1.0,0.05,6,0.04875917646296059,0.23494816422462464
1024,1.0,0.05,6,0.05,0.3149266988039017
1024,1.0,0.05,6,0.052907005697333594,0.22242665886878968
1024,1.0,0.05,6,0.05297464369526729,0.22231337386389857
1024,1.0,0.05,6,0.055983025037153765,0.21727471947669982
1024,1.0,0.05,6,0.05740768107484413,0.23675362765789032
1024,1.0,0.05,6,0.06074537019394978,0.2286159247159958
1024,1.0,0.05,6,0.06427711293875876,0.2470178097486496
1024,1.0,0.05,6,0.06591283692782036,0.2736970156431198
1024,1.0,0.05,6,0.0660693448007596,0.2739002499724078
1024,1.0,0.05,6,0.06974501677735222,0.27867331802845
1024,1.0,0.05,6,0.0738,0.3500946521759033
1024,1.0,0.05,6,0.07567806242181041,0.41063752174377444
1024,1.0,0.05,6,0.07585775750291839,0.41271010781214423
1024,1.0,0.05,6,0.0800779935942778,0.4613859117031097
1024,1.0,0.05,6,0.08473373726646993,0.6750644326210022
1024,1.0,0.05,6,0.08709635899560805,0.783605422228969
1024,1.0,0.05,6,0.09728734730546285,1.2517886877059936
1024,1.0,0.05,6,0.1,1.4170494556427002
1024,1.0,0.05,6,0.11170082013459218,2.201013278961182
1024,1.0,0.05,6,0.1148153621496883,2.3984899863433427
1024,1.0,0.05,6,0.1318256738556407,3.4770242719474638
1024,1.0,0.05,6,0.15,4.6293625831604
1024,1.0,0.05,6,0.15135612484362082,4.6293625831604
1024,1.0,0.05,7,0.00330346724003798,3.8338913440704347
1024,1.0,0.05,7,0.0037928878751459175,3.8338913440704347
1024,1.0,0.05,7,0.004354817949780402,3.8338913440704347
1024,1.0,0.05,7,0.005,3.8338913440704347
1024,1.0,0.05,7,0.005740768107484414,3.7152881539481717
1024,1.0,0.05,7,0.006591283692782036,3.5791134716882125
1024,1.0,0.05,7,0.006597539553864474,3.578111855833207
1024,1.0,0.05,7,0.0075678062421810416,3.4227640170952527
1024,1.0,0.05,7,0.00870550563296124,3.240608797690743
1024,1.0,0.05,7,0.011486983549970353,2.7952708425617168
1024,1.0,0.05,7,0.01321386896015192,2.518781997329627
1024,1.0,0.05,7,0.015157165665103984,2.2076438878015434
1024,1.0,0.05,7,0.015171551500583674,2.205340594823314
1024,1.0,0.05,7,0.017419271799121613,1.845461713408628
1024,1.0,0.05,7,0.02,1.4322654724121093
1024,1.0,0.05,7,0.02296307242993765,1.3382075776557374
1024,1.0,0.05,7,0.023124270680265863,1.3330906024812217
1024,1.0,0.05,7,0.02636513477112814,1.2302146651608359
1024,1.0,0.05,7,0.026550215126021435,1.2243395915831061
1024,1.0,0.05,7,0.030271224968724166,1.1062222115838185
1024,1.0,0.05,7,0.03048372564846282,1.099476724578988
1024,1.0,0.05,7,0.0330346724003798,1.018501086354051
1024,1.0,0.05,7,0.035,0.9561149716377259
1024,1.0,0.05,7,0.03792887875145919,0.8976793601543966
1024,1.0,0.05,7,0.0401853767523909,0.852658773204643
1024,1.0,0.05,7,0.04354817949780404,0.7855657142556737
1024,1.0,0.05,7,0.04608007561597647,0.7350505135823914
1024,1.0,0.05,7,0.04613898584947424,0.7338751643073991
1024,1.0,0.05,7,0.04875917646296059,0.6815983533859253
1024,1.0,0.05,7,0.05,0.5670309066772461
1024,1.0,0.05,7,0.052907005697333594,0.5323477843985022
1024,1.0,0.05,7,0.05297464369526729,0.5315408038840933
1024,1.0,0.05,7,0.055983025037153765,0.495648181438446
1024,1.0,0.05,7,0.05740768107484413,0.4634677395738611
1024,1.0,0.05,7,0.06074537019394978,0.3880752884713721
1024,1.0,0.05,7,0.06427711293875876,0.3082995116710663
1024,1.0,0.05,7,0.06591283692782036,0.3026284139846956
1024,1.0,0.05,7,0.0660693448007596,0.3020857971116413
1024,1.0,0.05,7,0.06974501677735222,0.2893421466047666
1024,1.0,0.05,7,0.0738,0.2752834141254425
1024,1.0,0.05,7,0.07567806242181041,0.2930499012697685
1024,1.0,0.05,7,0.07585775750291839,0.2947498183286093
1024,1.0,0.05,7,0.0800779935942778,0.3346732891315019
1024,1.0,0.05,7,0.08473373726646993,0.3787166655063629
1024,1.0,0.05,7,0.08709635899560805,0.4675928459746611
1024,1.0,0.05,7,0.09728734730546285,0.8509534597396851
1024,1.0,0.05,7,0.1,1.0221522450447083
1024,1.0,0.05,7,0.11170082013459218,1.748009204864502
1024,1.0,0.05,7,0.1148153621496883,1.9585987375415224
1024,1.0,0.05,7,0.1318256738556407,3.1087497310051377
1024,1.0,0.05,7,0.15,4.3376054763793945
1024,1.0,0.05,7,0.15135612484362082,4.3376054763793945
1024,1.0,0.05,8,0.00330346724003798,13.291231155395508
1024,1.0,0.05,8,0.0037928878751459175,13.291231155395508
1024,1.0,0.05,8,0.004354817949780402,13.291231155395508
1024,1.0,0.05,8,0.005,13.291231155395508
1024,1.0,0.05,8,0.005740768107484414,12.835066819436195
1024,1.0,0.05,8,0.006591283692782036,12.311320085106788
1024,1.0,0.05,8,0.006597539553864474,12.307467731465087
1024,1.0,0.05,8,0.0075678062421810416,11.709978375339315
1024,1.0,0.05,8,0.00870550563296124,11.009384111259871
1024,1.0,0.05,8,0.011486983549970353,9.296552505554367
1024,1.0,0.05,8,0.01321386896015192,8.233138019355154
1024,1.0,0.05,8,0.015157165665103984,7.036457652004117
1024,1.0,0.05,8,0.015171551500583674,7.027598867422939
1024,1.0,0.05,8,0.017419271799121613,5.643454724275682
1024,1.0,0.05,8,0.02,4.054244613647461
1024,1.0,0.05,8,0.02296307242993765,3.7398110397850655
1024,1.0,0.05,8,0.023124270680265863,3.7227050988573467
1024,1.0,0.05,8,0.02636513477112814,3.3787929932347476
1024,1.0,0.05,8,0.026550215126021435,3.359152745209476
1024,1.0,0.05,8,0.030271224968724166,2.9642888156622695
1024,1.0,0.05,8,0.03048372564846282,2.941738793764958
1024,1.0,0.05,8,0.0330346724003798,2.6710389297205266
1024,1.0,0.05,8,0.035,2.46248345375061
1024,1.0,0.05,8,0.03792887875145919,2.3359534198557856
1024,1.0,0.05,8,0.0401853767523909,2.2384708018405304
1024,1.0,0.05,8,0.04354817949780404,2.0931948851960644
1024,1.0,0.05,8,0.04608007561597647,1.9838148360933399
1024,1.0,0.05,8,0.04613898584947424,1.9812698642888527
1024,1.0,0.05,8,0.04875917646296059,1.86807541847229
1024,1.0,0.05,8,0.05,1.433333945274353
1024,1.0,0.05,8,0.052907005697333594,1.280761794408616
1024,1.0,0.05,8,0.05297464369526729,1.2772118616257317
1024,1.0,0.05,8,0.055983025037153765,1.1193190813064575
1024,1.0,0.05,8,0.05740768107484413,1.0772872385131096
1024,1.0,0.05,8,0.06074537019394978,0.9788148910581049
1024,1.0,0.05,8,0.06427711293875876,0.8746173501014709
1024,1.0,0.05,8,0.06591283692782036,0.8149366708420976
1024,1.0,0.05,8,0.0660693448007596,0.809226357715363
1024,1.0,0.05,8,0.06974501677735222,0.6751165679435942
1024,1.0,0.05,8,0.0738,0.5271673083305359
1024,1.0,0.05,8,0.07567806242181041,0.5005717875951228
1024,1.0,0.05,8,0.07585775750291839,0.49802709887756036
1024,1.0,0.05,8,0.0800779935942778,0.43826370913469337
1024,1.0,0.05,8,0.08473373726646993,0.3723330318927765
1024,1.0,0.05,8,0.08709635899560805,0.40719957169449017
1024,1.0,0.05,8,0.09728734730546285,0.5575937271118164
1024,1.0,0.05,8,0.1,0.692836332321167
1024,1.0,0.05,8,0.11170082013459218,1.3854101181030274
1024,1.0,0.05,8,0.1148153621496883,1.602478261146448
1024,1.0,0.05,8,0.1318256738556407,2.7880126853744356
1024,1.0,0.05,8,0.15,4.054673147201538
1024,1.0,0.05,8,0.15135612484362082,4.054673147201538
1024,1.0,0.05,9,0.00330346724003798,107.48574752807617
1024,1.0,0.05,9,0.0037928878751459175,107.48574752807617
1024,1.0,0.05,9,0.004354817949780402,107.48574752807617
1024,1.0,0.05,9,0.005,107.48574752807617
1024,1.0,0.05,9,0.005740768107484414,102.74411107846574
1024,1.0,0.05,9,0.006591283692782036,97.2999840170239
1024,1.0,0.05,9,0.006597539553864474,97.25994042088027
1024,1.0,0.05,9,0.0075678062421810416,91.04928981554028
1024,1.0,0.05,9,0.00870550563296124,83.76690704889764
1024,1.0,0.05,9,0.011486983549970353,65.96274277424382
1024,1.0,0.05,9,0.01321386896015192,54.908996369010445
1024,1.0,0.05,9,0.015157165665103984,42.470007169138
1024,1.0,0.05,9,0.015171551500583674,42.377923828644
1024,1.0,0.05,9,0.017419271799121613,27.990327510182112
1024,1.0,0.05,9,0.02,11.471156692504882
1024,1.0,0.05,9,0.02296307242993765,10.48797867598727
1024,1.0,0.05,9,0.023124270680265863,10.434491432671
1024,1.0,0.05,9,0.02636513477112814,9.359139275746447
1024,1.0,0.05,9,0.026550215126021435,9.29772770362899
1024,1.0,0.05,9,0.030271224968724166,8.063058230271578
1024,1.0,0.05,9,0.03048372564846282,7.992548311343105
1024,1.0,0.05,9,0.0330346724003798,7.146117848674814
1024,1.0,0.05,9,0.035,6.494001865386963
1024,1.0,0.05,9,0.03792887875145919,5.8715156649766165
1024,1.0,0.05,9,0.0401853767523909,5.391933208333875
1024,1.0,0.05,9,0.04354817949780404,4.6772234230009015
1024,1.0,0.05,9,0.04608007561597647,4.139109513830148
1024,1.0,0.05,9,0.04613898584947424,4.12658908860017
1024,1.0,0.05,9,0.04875917646296059,3.569709600663915
1024,1.0,0.05,9,0.05,3.3059924602508546
1024,1.0,0.05,9,0.052907005697333594,3.102995504101023
1024,1.0,0.05,9,0.05297464369526729,3.098272325294321
1024,1.0,0.05,9,0.055983025037153765,2.8881962817898144
1024,1.0,0.05,9,0.05740768107484413,2.7887121839509663
1024,1.0,0.05,9,0.06074537019394978,2.5556404935946926
1024,1.0,0.05,9,0.06427711293875876,2.309017988603364
1024,1.0,0.05,9,0.06591283692782036,2.1947949613883395
1024,1.0,0.05,9,0.0660693448007596,2.1838659763336183
1024,1.0,0.05,9,0.06974501677735222,1.8108348294595837
1024,1.0,0.05,9,0.0738,1.399308705329895
1024,1.0,0.05,9,0.07567806242181041,1.2609460683681186
1024,1.0,0.05,9,0.07585775750291839,1.2477073788642883
1024,1.0,0.05,9,0.0800779935942778,1.0027272827120264
1024,1.0,0.05,9,0.08473373726646993,0.7324664471134852
1024,1.0,0.05,9,0.08709635899560805,0.5953188359737396
1024,1.0,0.05,9,0.09728734730546285,0.5278379787813151
1024,1.0,0.05,9,0.1,0.5098758220672608
1024,1.0,0.05,9,0.11170082013459218,1.1610548792214588
1024,1.0,0.05,9,0.1148153621496883,1.3343867063522339
1024,1.0,0.05,9,0.1318256738556407,2.6308804035186766
1024,1.0,0.05,9,0.15,3.8738035202026366
1024,1.0,0.05,9,0.15135612484362082,3.9498255252838135
1024,1.0,0.05,10,0.00330346724003798,349.57667541503906
1024,1.0,0.05,10,0.0037928878751459175,349.57667541503906
1024,1.0,0.05,10,0.004354817949780402,349.57667541503906
1024,1.0,0.05,10,0.005,349.57667541503906
1024,1.0,0.05,10,0.005740768107484414,334.4801486882049
1024,1.0,0.05,10,0.006591283692782036,317.1470168547658
1024,1.0,0.05,10,0.006597539553864474,317.0195251700183
1024,1.0,0.05,10,0.0075678062421810416,297.24591876831977
1024,1.0,0.05,10,0.00870550563296124,274.06010786949196
1024,1.0,0.05,10,0.011486983549970353,217.37481689925323
1024,1.0,0.05,10,0.01321386896015192,182.18165525313785
1024,1.0,0.05,10,0.015157165665103984,142.57812703956006
1024,1.0,0.05,10,0.015171551500583674,142.28495006877435
1024,1.0,0.05,10,0.017419271799121613,96.47740352555388
1024,1.0,0.05,10,0.02,43.88330307006836
1024,1.0,0.05,10,0.02296307242993765,37.75952668356453
1024,1.0,0.05,10,0.023124270680265863,37.426378553626165
1024,1.0,0.05,10,0.02636513477112814,30.728490648163046
1024,1.0,0.05,10,0.026550215126021435,30.34598541627941
1024,1.0,0.05,10,0.030271224968724166,22.655781161241745
1024,1.0,0.05,10,0.03048372564846282,22.216606394013063
1024,1.0,0.05,10,0.0330346724003798,16.94456939458455
1024,1.0,0.05,10,0.035,12.88283042907715
1024,1.0,0.05,10,0.03792887875145919,11.766547534048012
1024,1.0,0.05,10,0.0401853767523909,10.90652896214483
1024,1.0,0.05,10,0.04354817949780404,9.6248647136021
1024,1.0,0.05,10,0.04608007561597647,8.659883719664244
1024,1.0,0.05,10,0.04613898584947424,8.637431275716889
1024,1.0,0.05,10,0.04875917646296059,7.638798620782467
1024,1.0,0.05,10,0.05,7.1658838272094725
1024,1.0,0.05,10,0.052907005697333594,6.5553493667619716
1024,1.0,0.05,10,0.05297464369526729,6.541143915217079
1024,1.0,0.05,10,0.055983025037153765,5.909318363215687
1024,1.0,0.05,10,0.05740768107484413,5.610109591078647
1024,1.0,0.05,10,0.06074537019394978,4.9091222392672
1024,1.0,0.05,10,0.06427711293875876,4.167379402946267
1024,1.0,0.05,10,0.06591283692782036,3.8238417676334877
1024,1.0,0.05,10,0.0660693448007596,3.7909717082977297
1024,1.0,0.05,10,0.06974501677735222,3.1638236799609225
1024,1.0,0.05,10,0.0738,2.471957063674927
1024,1.0,0.05,10,0.07567806242181041,2.21763951893016
1024,1.0,0.05,10,0.07585775750291839,2.1933061361312864
1024,1.0,0.05,10,0.0800779935942778,1.8763368387289174
1024,1.0,0.05,10,0.08473373726646993,1.5266578708432816
1024,1.0,0.05,10,0.08709635899560805,1.3492084264755249
1024,1.0,0.05,10,0.09728734730546285,0.6732771412265551
1024,1.0,0.05,10,0.1,0.493356728553772
1024,1.0,0.05,10,0.11170082013459218,0.9735332591524142
