N,rho,v0,k,D_opt_mean,D_opt_ci_lo,D_opt_ci_hi,D_c_mean,D_c_ci_lo,D_c_ci_hi,J_min_mean,J_min_ci_lo,J_min_ci_hi,J_min_boot_sd,Delta_mean,Delta_ci_lo,Delta_ci_hi,Delta_boot_sd,valley_depth_mean,valley_depth_ci_lo,valley_depth_ci_hi,opt_on_boundary,opt_on_boundary_boot_mean,critical_on_boundary,critical_on_boundary_boot_mean,in_window
2048,1.0,0.05,2,0.004354817949780402,0.00330346724003798,0.004354817949780402,0.004354817949780402,0.00330346724003798,0.004354817949780402,0.5182701945304871,0.4619076013565063,0.5567498564720154,0.023781994609153527,0.0,0.0,0.0010513507097424223,0.0003066891919868159,0.06344286244796082,0.006455680387941551,0.22509721854949205,False,0.159,False,0.15,False
2048,1.0,0.05,3,0.006597539553864474,0.005740768107484414,0.006597539553864474,0.006597539553864474,0.005740768107484414,0.006597539553864474,0.1108226239681244,0.08723447173833847,0.12753610461950302,0.01030717605995408,0.0,0.0,0.0008567714463800597,0.00023777687777988413,0.6265813721555011,0.28589111777234144,1.3524893599108567,False,0.0,False,0.0,True
2048,1.0,0.05,4,0.02,0.015171551500583674,0.02296307242993765,0.02,0.01321386896015192,0.02296307242993765,0.10750728100538254,0.08201355636119842,0.115696220099926,0.008696727286588844,0.0,0.0,0.0067861310398480805,0.0020949066241675077,0.07327499727465825,0.009040363100850175,0.5778350469666361,False,0.0,False,0.0,True
2048,1.0,0.05,5,0.035,0.03048372564846282,0.035,0.035,0.035,0.035,0.10115662962198257,0.08478752225637436,0.11752573698759079,0.00887974812387177,0.0,0.0,0.004516274351537182,0.0008854356229952875,0.1608829423673676,0.011270487038894137,0.3125752958396348,False,0.0,False,0.0,True
2048,1.0,0.05,6,0.05,0.03792887875145919,0.05740768107484413,0.05740768107484413,0.05,0.05740768107484413,0.13293833732604982,0.12225648462772369,0.14168084561824798,0.005146758916641747,0.00740768107484413,0.0,0.01947880232338494,0.005497442532065887,0.04652670594088274,0.0018204823743516666,0.1941079118363662,False,0.0,False,0.0,False
2048,1.0,0.05,7,0.06427711293875876,0.06427711293875876,0.0738,0.0738,0.06427711293875876,0.0738,0.1737745702266693,0.14210987687110901,0.19001600444316863,0.012955173267954671,0.009522887061241242,0.0,0.009522887061241242,0.003767508800946677,0.006490911276753406,0.005732480153350544,0.2755195032901097,False,0.0,False,0.0,False
2048,1.0,0.05,8,0.08473373726646993,0.0738,0.08473373726646993,0.08473373726646993,0.0738,0.08473373726646993,0.2016950637102127,0.17523981630802155,0.21302208602428435,0.00862752058216241,0.0,0.0,0.010933737266469928,0.0033674998237738637,0.1178135322788255,0.005258634289086465,0.3487017983190311,False,0.0,False,0.0,False
2048,1.0,0.05,9,0.08709635899560805,0.08709635899560805,0.08709635899560805,0.08709635899560805,0.08709635899560805,0.08709635899560805,0.2519491285085678,0.20822024807333944,0.3041389614343643,0.024229565967219473,0.0,0.0,0.0,0.0,0.6270377208808331,0.3088716713436405,1.0392542441373236,False,0.0,False,0.0,False
2048,1.0,0.05,10,0.1,0.1,0.1,0.1,0.1,0.1,0.3257288098335266,0.30174410343170166,0.35086762309074404,0.012550425595117253,0.0,0.0,0.0,0.0,0.7768946058743063,0.5680977865099686,0.9342409359543967,False,0.0,False,0.0,False
2048,1.0,0.05,11,0.1,0.1,0.1,0.1,0.1,0.1,0.38643108010292054,0.3667556166648865,0.40163853764533997,0.008562023018400929,0.0,0.0,0.0,0.0,1.0879202994516148,0.9466782059195412,1.230049325903186,False,0.0,False,0.0,False
2048,1.0,0.05,12,0.1,0.1,0.1,0.1,0.1,0.1,0.5916954755783081,0.5684447288513184,0.6286136865615845,0.01666422114679692,0.0,0.0,0.0,0.0012358141742318917,0.12296652117394385,0.05992165533049364,0.18404735409908826,False,0.0,False,0.0,False
2048,1.0,0.05,13,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.5229995965957641,0.5129698991775513,0.5304822325706482,0.004548828151675132,0.0,0.0,0.0,0.0,0.9416761376962722,0.6291698738596329,1.2972378674733345,False,0.0,False,0.0,False
2048,1.0,0.05,14,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.1148153621496883,0.43404518365859984,0.4254038707911968,0.44273027777671814,0.004385701547483518,0.0,0.0,0.0,0.0,2.7208441479097054,2.5306852058654763,2.949485248005227,False,0.0,False,0.0,False
