model,match_method,N,k,k_label,R,matched_R,seed,D,phi_mean,phi_std,chi,sdot,J,mean_degree,mean_kth_dist
metric,count,2048,5,k=5,0.6714,0.6714,7,0.0075,0.9080004096031189,0.013521861284971237,0.37445780634880066,2.055783987045288,5.490028381347656,7.738710880279541,
topological,count,2048,5,k=5,,0.6714,0,0.00875,0.8598184585571289,0.04180331528186798,3.5789151191711426,2.0847320556640625,0.5825039148330688,5.0,0.6866578459739685
metric,count,2048,5,k=5,0.6714,0.6714,0,0.00875,0.8986430764198303,0.013162679970264435,0.3548285663127899,2.0626654624938965,5.813132286071777,7.542245864868164,
topological,count,2048,5,k=5,,0.6714,1,0.00875,0.8500203490257263,0.02375870943069458,1.1560474634170532,2.0894577503204346,1.807415246963501,5.0,0.676989734172821
metric,count,2048,5,k=5,0.6714,0.6714,1,0.00875,0.8974504470825195,0.018491433933377266,0.7002789974212646,2.05668306350708,2.936948299407959,7.428603172302246,
topological,count,2048,5,k=5,,0.6714,2,0.00875,0.8076749444007874,0.026698794215917587,1.4598668813705444,2.1101672649383545,1.4454518556594849,5.0,0.6445150375366211
metric,count,2048,5,k=5,0.6714,0.6714,2,0.00875,0.9030522108078003,0.007640917785465717,0.11956965923309326,2.062922716140747,17.25289535522461,6.772919654846191,
topological,count,2048,5,k=5,,0.6714,3,0.00875,0.8680984377861023,0.023102592676877975,1.09307861328125,2.0855040550231934,1.9079177379608154,5.0,0.6902226209640503
metric,count,2048,5,k=5,0.6714,0.6714,3,0.00875,0.8845194578170776,0.013278241269290447,0.361086368560791,2.061051368713379,5.707918167114258,7.915878772735596,
topological,count,2048,5,k=5,,0.6714,4,0.00875,0.8565286993980408,0.015989994630217552,0.5236325263977051,2.0918102264404297,3.9948058128356934,5.0,0.6670214533805847
metric,count,2048,5,k=5,0.6714,0.6714,4,0.00875,0.8821258544921875,0.008779621683061123,0.15786343812942505,2.0628433227539062,13.067264556884766,7.498671531677246,
topological,count,2048,5,k=5,,0.6714,5,0.00875,0.8212602138519287,0.032727424055337906,2.1935806274414062,2.097666025161743,0.9562748670578003,5.0,0.6452328562736511
metric,count,2048,5,k=5,0.6714,0.6714,5,0.00875,0.9029531478881836,0.015572580508887768,0.4966508150100708,2.05462908744812,4.136969089508057,7.556923866271973,
topological,count,2048,5,k=5,,0.6714,6,0.00875,0.8204857707023621,0.012347672134637833,0.3122483193874359,2.1103787422180176,6.758655071258545,5.0,0.6136504411697388
metric,count,2048,5,k=5,0.6714,0.6714,6,0.00875,0.8891024589538574,0.010094181634485722,0.20867586135864258,2.0503594875335693,9.825571060180664,6.856620788574219,
topological,count,2048,5,k=5,,0.6714,7,0.00875,0.8327441215515137,0.022928936406970024,1.0767076015472412,2.103175640106201,1.9533395767211914,5.0,0.641933023929596
metric,count,2048,5,k=5,0.6714,0.6714,7,0.00875,0.8929877877235413,0.007975254207849503,0.13026238977909088,2.061361074447632,15.824684143066406,7.054912090301514,
topological,count,2048,5,k=5,,0.6714,0,0.01,0.8166477680206299,0.024546751752495766,1.2340079545974731,2.1155660152435303,1.714385986328125,5.0,0.68321293592453
metric,count,2048,5,k=5,0.6714,0.6714,0,0.01,0.8851796388626099,0.012693352997303009,0.32997623085975647,2.072157144546509,6.279716491699219,7.057373046875,
topological,count,2048,5,k=5,,0.6714,1,0.01,0.8208796381950378,0.02801031805574894,1.6068155765533447,2.1133925914764404,1.3152676820755005,5.0,0.6573216319084167
metric,count,2048,5,k=5,0.6714,0.6714,1,0.01,0.890580415725708,0.011377580463886261,0.2651122510433197,2.0662803649902344,7.79398250579834,8.5569429397583,
topological,count,2048,5,k=5,,0.6714,2,0.01,0.8227252960205078,0.034980904310941696,2.506063222885132,2.1153979301452637,0.844111979007721,5.0,0.6843674182891846
metric,count,2048,5,k=5,0.6714,0.6714,2,0.01,0.8849621415138245,0.010189640335738659,0.21264131367206573,2.0724682807922363,9.746310234069824,7.975536823272705,
topological,count,2048,5,k=5,,0.6714,3,0.01,0.8618578910827637,0.025292903184890747,1.310168981552124,2.0937438011169434,1.598071575164795,5.0,0.7213619947433472
metric,count,2048,5,k=5,0.6714,0.6714,3,0.01,0.8810279369354248,0.009251175448298454,0.17527654767036438,2.071629762649536,11.819207191467285,7.693525314331055,
topological,count,2048,5,k=5,,0.6714,4,0.01,0.798762857913971,0.025939542800188065,1.3780170679092407,2.1216135025024414,1.5396133661270142,5.0,0.6525239944458008
metric,count,2048,5,k=5,0.6714,0.6714,4,0.01,0.8749828934669495,0.008272625505924225,0.14015762507915497,2.077259063720703,14.820878028869629,7.144706726074219,
topological,count,2048,5,k=5,,0.6714,5,0.01,0.7581647038459778,0.05122479051351547,5.3739094734191895,2.1205296516418457,0.39459720253944397,5.0,0.6429639458656311
metric,count,2048,5,k=5,0.6714,0.6714,5,0.01,0.8779662847518921,0.014136243611574173,0.40925875306129456,2.0584425926208496,5.029685020446777,6.323163986206055,
topological,count,2048,5,k=5,,0.6714,6,0.01,0.8520731329917908,0.02371981553733349,1.1522655487060547,2.108860492706299,1.830186128616333,5.0,0.6663314700126648
metric,count,2048,5,k=5,0.6714,0.6714,6,0.01,0.8713834881782532,0.006687008775770664,0.09157855063676834,2.064451217651367,22.54295539855957,7.072665691375732,
topological,count,2048,5,k=5,,0.6714,7,0.01,0.8092297315597534,0.0336102657020092,2.313523054122925,2.108600616455078,0.9114240407943726,5.0,0.667232096195221
metric,count,2048,5,k=5,0.6714,0.6714,7,0.01,0.8889190554618835,0.013627767562866211,0.38034650683403015,2.0712454319000244,5.445680618286133,7.927636623382568,
topological,count,2048,5,k=5,,0.6714,0,0.010625,0.8342462778091431,0.027384422719478607,1.5358086824417114,2.111633539199829,1.3749326467514038,5.0,0.6842583417892456
metric,count,2048,5,k=5,0.6714,0.6714,0,0.010625,0.8565409779548645,0.0128027917817235,0.3356907069683075,2.075542449951172,6.182900905609131,7.031396389007568,
topological,count,2048,5,k=5,,0.6714,1,0.010625,0.7656776309013367,0.034994326531887054,2.5079870223999023,2.127676010131836,0.8483600616455078,5.0,0.6264553070068359
metric,count,2048,5,k=5,0.6714,0.6714,1,0.010625,0.8815449476242065,0.01719549112021923,0.605562686920166,2.069157600402832,3.416917324066162,6.625253677368164,
topological,count,2048,5,k=5,,0.6714,2,0.010625,0.824488639831543,0.026797661557793617,1.4706988334655762,2.1116769313812256,1.4358323812484741,5.0,0.6673290729522705
metric,count,2048,5,k=5,0.6714,0.6714,2,0.010625,0.8782345652580261,0.012666243128478527,0.3285682797431946,2.0766355991363525,6.320255756378174,6.909286975860596,
topological,count,2048,5,k=5,,0.6714,3,0.010625,0.869653046131134,0.02252436801791191,1.0390470027923584,2.0926337242126465,2.013993501663208,5.0,0.7321038842201233
metric,count,2048,5,k=5,0.6714,0.6714,3,0.010625,0.857916533946991,0.0165028665214777,0.5577617287635803,2.0759100914001465,3.721858263015747,7.25027322769165,
topological,count,2048,5,k=5,,0.6714,4,0.010625,0.810354471206665,0.030233904719352722,1.8720543384552002,2.121032476425171,1.1329972743988037,5.0,0.6692296266555786
metric,count,2048,5,k=5,0.6714,0.6714,4,0.010625,0.8552006483078003,0.02280346490442753,1.0649559497833252,2.0741779804229736,1.9476654529571533,7.192148208618164,
topological,count,2048,5,k=5,,0.6714,5,0.010625,0.8216220140457153,0.026399072259664536,1.4272738695144653,2.103266954421997,1.4736253023147583,5.0,0.6749072074890137
metric,count,2048,5,k=5,0.6714,0.6714,5,0.010625,0.8745892643928528,0.00819706916809082,0.1376091092824936,2.0634827613830566,14.995247840881348,6.768818378448486,
topological,count,2048,5,k=5,,0.6714,6,0.010625,0.8135607838630676,0.018527409061789513,0.7030064463615417,2.123461961746216,3.0205438137054443,5.0,0.6635606288909912
metric,count,2048,5,k=5,0.6714,0.6714,6,0.010625,0.863979697227478,0.013818928971886635,0.39109179377555847,2.0665297508239746,5.284002304077148,7.003144264221191,
topological,count,2048,5,k=5,,0.6714,7,0.010625,0.823247492313385,0.03963063284754753,3.216562509536743,2.116848945617676,0.6581090092658997,5.0,0.6973010897636414
metric,count,2048,5,k=5,0.6714,0.6714,7,0.010625,0.865196943283081,0.020206792280077934,0.8362280130386353,2.0745556354522705,2.480849266052246,6.449560165405273,
topological,count,2048,5,k=5,,0.6714,0,0.0125,0.7853783369064331,0.023928219452500343,1.1726022958755493,2.1359426975250244,1.8215405941009521,5.0,0.6787188649177551
metric,count,2048,5,k=5,0.6714,0.6714,0,0.0125,0.848903477191925,0.009522979147732258,0.18572723865509033,2.089003086090088,11.24769401550293,6.4619140625,
topological,count,2048,5,k=5,,0.6714,1,0.0125,0.7819800972938538,0.03502017632126808,2.511693239212036,2.1385695934295654,0.8514453172683716,5.0,0.6543857455253601
metric,count,2048,5,k=5,0.6714,0.6714,1,0.0125,0.8368656635284424,0.016701018437743187,0.5712364315986633,2.0844764709472656,3.6490609645843506,7.617109298706055,
topological,count,2048,5,k=5,,0.6714,2,0.0125,0.746296226978302,0.037701766937971115,2.9110751152038574,2.15429949760437,0.7400357127189636,5.0,0.6297523379325867
metric,count,2048,5,k=5,0.6714,0.6714,2,0.0125,0.8596804738044739,0.014243214391171932,0.4154760241508484,2.087700128555298,5.024838924407959,6.74905252456665,
topological,count,2048,5,k=5,,0.6714,3,0.0125,0.7766737341880798,0.05643601343035698,6.522928714752197,2.134859800338745,0.3272854685783386,5.0,0.6993463039398193
metric,count,2048,5,k=5,0.6714,0.6714,3,0.0125,0.8487704992294312,0.017377939075231552,0.6184812784194946,2.0887351036071777,3.3772003650665283,7.301239967346191,
topological,count,2048,5,k=5,,0.6714,4,0.0125,0.7878132462501526,0.027145881205797195,1.5091688632965088,2.1371726989746094,1.4161256551742554,5.0,0.6403512954711914
metric,count,2048,5,k=5,0.6714,0.6714,4,0.0125,0.8541753888130188,0.012374769896268845,0.31362032890319824,2.0892534255981445,6.661728382110596,6.696220397949219,
topological,count,2048,5,k=5,,0.6714,5,0.0125,0.7943891882896423,0.037915486842393875,2.9441726207733154,2.13720703125,0.7259109020233154,5.0,0.6569004654884338
metric,count,2048,5,k=5,0.6714,0.6714,5,0.0125,0.874385416507721,0.01150528434664011,0.27109697461128235,2.0782392024993896,7.666036128997803,7.671806335449219,
topological,count,2048,5,k=5,,0.6714,6,0.0125,0.7997415065765381,0.050933174788951874,5.312897682189941,2.1411848068237305,0.4030163884162903,5.0,0.6831254959106445
metric,count,2048,5,k=5,0.6714,0.6714,6,0.0125,0.855181872844696,0.007528617046773434,0.11608079820871353,2.080698251724243,17.92456817626953,7.180956840515137,
topological,count,2048,5,k=5,,0.6714,7,0.0125,0.8038270473480225,0.028986625373363495,1.7207797765731812,2.1373748779296875,1.2420966625213623,5.0,0.6744692325592041
metric,count,2048,5,k=5,0.6714,0.6714,7,0.0125,0.8351051211357117,0.013167682103812695,0.35509830713272095,2.090043783187866,5.885817527770996,6.475449085235596,
