D,J_mean,chi_mean,sdot_mean,phi_mean_mean,mean_degree_mean,model,match_method,N,k,k_label,matched_R
0.005,1.5116583928465843,1.9392751529812813,2.0898229479789734,0.8137074634432793,4.0,topological,count,2048,4,k=4,0.5649
0.00625,0.6781523376703262,3.5971355885267258,2.1174367368221283,0.7726785838603973,4.0,topological,count,2048,4,k=4,0.5649
0.006667,1.073798082768917,2.4883087426424026,2.123372405767441,0.7529035061597824,4.0,topological,count,2048,4,k=4,0.5649
0.0075,1.1573970904573798,5.06555562466383,2.139171302318573,0.7135600112378597,4.0,topological,count,2048,4,k=4,0.5649
0.008333,0.849972628057003,2.7358250617980957,2.1451069116592407,0.7102475985884666,4.0,topological,count,2048,4,k=4,0.5649
0.00875,1.1495003029704094,3.3654215782880783,2.155671864748001,0.6840870305895805,4.0,topological,count,2048,4,k=4,0.5649
0.01,0.6029015090316534,6.306326597929001,2.1704192459583282,0.6545027568936348,4.0,topological,count,2048,4,k=4,0.5649
0.01125,0.5471677351742983,4.71525040268898,2.190391719341278,0.6218027397990227,4.0,topological,count,2048,4,k=4,0.5649
0.011667,0.6404187902808189,4.6711786687374115,2.1941762268543243,0.6167941018939018,4.0,topological,count,2048,4,k=4,0.5649
0.0125,0.6732739098370075,6.284926399588585,2.2043414413928986,0.5864575020968914,4.0,topological,count,2048,4,k=4,0.5649
0.013333,0.7913565877825022,6.126868486404419,2.2234840393066406,0.5569617673754692,4.0,topological,count,2048,4,k=4,0.5649
0.01375,0.6342458669096231,5.655438140034676,2.216580629348755,0.5870579183101654,4.0,topological,count,2048,4,k=4,0.5649
0.015,0.3713304614648223,12.553695231676102,2.2551338374614716,0.4634203426539898,4.0,topological,count,2048,4,k=4,0.5649
0.01625,0.3128840634599328,14.030553311109543,2.2484861612319946,0.5090261660516262,4.0,topological,count,2048,4,k=4,0.5649
0.016667,0.6561449971050024,5.024190992116928,2.2532714009284973,0.5105090066790581,4.0,topological,count,2048,4,k=4,0.5649
0.0175,0.5286869294941425,5.516704589128494,2.2665963768959045,0.4793618395924568,4.0,topological,count,2048,4,k=4,0.5649
0.018333,0.34289779234677553,10.010684490203857,2.2864473462104797,0.43401486799120903,4.0,topological,count,2048,4,k=4,0.5649
