N,k,response_key,Dc_mean,Dc_q025,Dc_q975,Dopt_raw_mean,Dopt_raw_q025,Dopt_raw_q975,Dopt_smooth_mean,Dopt_smooth_q025,Dopt_smooth_q975,Delta_mean,Delta_q025,Delta_q975,Valley_mean,Valley_q025,Valley_q975
1024,5,phi,0.06131320000000001,0.05,0.0738,0.06476637500000001,0.05,0.08035,0.06453749352970116,0.04162994046360338,0.08209269158839978,0.0050187668549051025,7.863740754160063e-05,0.027903865745851623,0.09632476657993096,0.004534819028588284,0.27073201528264235
1024,7,phi,0.1646327,0.15,0.18275,0.16947315000000002,0.15,0.18275,0.16963912362168662,0.1530745841112804,0.18275,0.00557944171687563,0.0,0.030795372869513272,0.05634477193740887,0.0,0.21814905221419478
1024,9,phi,0.1638467,0.1369,0.18275,0.1797108,0.1369,0.18275,0.17999313755772992,0.137742416929791,0.18275,0.01616923708668372,0.0,0.04585,0.02639485023843853,0.0,0.38595445431309794
1024,12,phi,0.177794925,0.15655,0.18275,0.17898047499999997,0.1631,0.18275,0.17939575702566102,0.16293286483933442,0.18275,0.0019380081427169318,0.0,0.022544984253115352,0.027495537644709692,0.0,0.15969694837571113
